weather_id,date,temperature_c,rainfall_mm,humidity_pct,wind_speed_kmph,pressure_hpa,uv_index
WX01130,2019-09-04,26.0,16.4,72.2,4.8,1012.5,6.6
WX01131,2019-09-05,33.2,7.7,82.4,12.3,1007.9,6.8
WX01132,2019-09-06,27.5,9.3,68.4,9.5,1004.8,5.9
WX01133,2019-09-07,25.7,0.0,64.2,4.7,1014.5,9.0
WX01134,2019-09-08,24.3,10.6,72.1,14.2,1008.5,7.0
WX01135,2019-09-09,21.6,0.0,80.2,3.3,1001.9,5.9
WX01136,2019-09-10,28.7,0.0,95.0,9.3,1008.2,5.8
WX01137,2019-09-11,28.5,0.0,77.3,11.2,1012.4,6.4
WX01138,2019-09-12,28.9,0.0,83.6,2.1,1006.8,7.6
WX01139,2019-09-13,23.6,0.0,62.2,9.4,1013.7,8.2
WX01140,2019-09-14,28.8,0.0,70.8,12.6,1008.5,7.2
WX01141,2019-09-15,28.8,1.8,70.1,16.2,1005.0,7.4
WX01142,2019-09-16,28.3,7.6,82.8,8.1,1008.0,6.8
WX01143,2019-09-17,24.1,27.5,83.1,6.2,1013.2,6.7
WX01144,2019-09-18,27.7,8.3,69.3,4.5,1010.2,5.3
WX01145,2019-09-19,24.5,0.0,93.4,16.0,1004.8,4.6
WX01146,2019-09-20,21.6,18.2,69.9,8.5,1006.4,6.1
WX01147,2019-09-21,26.9,34.3,84.2,9.0,1011.0,6.2
WX01148,2019-09-22,20.1,7.8,57.5,12.4,1013.0,4.0
WX01149,2019-09-23,23.0,18.0,82.3,12.5,1008.1,5.7
WX01150,2019-09-24,24.2,7.7,71.5,10.9,1005.5,5.4
WX01151,2019-09-25,27.8,0.0,68.1,12.4,1005.3,6.2
WX01152,2019-09-26,26.3,0.0,80.8,11.4,1000.2,4.5
WX01153,2019-09-27,24.3,27.3,72.9,10.3,1006.5,3.8
WX01154,2019-09-28,28.1,22.6,86.4,17.3,1004.5,5.1
WX01155,2019-09-29,21.8,0.0,67.8,16.1,1002.6,7.0
WX01156,2019-09-30,25.7,27.7,64.5,4.1,1015.6,4.6
WX01157,2019-10-01,24.8,0.0,35.1,4.1,1003.8,4.9
WX01158,2019-10-02,23.7,0.0,27.7,11.4,1003.9,5.3
WX01159,2019-10-03,24.2,0.0,40.0,11.8,1007.9,6.0
WX01160,2019-10-04,27.6,0.0,51.9,6.9,1004.4,5.5
WX01161,2019-10-05,22.7,0.0,37.9,13.0,1009.7,3.2
WX01162,2019-10-06,24.7,0.0,36.1,12.7,1017.2,4.6
WX01163,2019-10-07,22.2,0.0,31.9,9.4,1001.1,3.6
WX01164,2019-10-08,24.9,0.0,41.8,11.9,1006.1,6.9
WX01165,2019-10-09,22.0,0.0,37.7,10.4,1012.0,5.2
WX01166,2019-10-10,22.7,0.0,43.3,12.7,1003.7,4.9
WX01167,2019-10-11,24.8,20.4,47.4,9.9,1010.0,6.7
WX01168,2019-10-12,23.5,0.0,34.8,6.5,1003.7,4.4
WX01169,2019-10-13,21.4,0.0,29.1,7.8,1006.6,4.5
WX01170,2019-10-14,23.1,0.0,38.4,10.2,1011.1,4.4
WX01171,2019-10-15,24.7,0.0,44.5,8.2,1007.3,4.4
WX01172,2019-10-16,21.3,0.0,33.9,9.7,1006.8,2.1
WX01173,2019-10-17,26.1,0.0,34.3,11.9,1009.1,5.6
WX01174,2019-10-18,20.6,0.0,33.6,11.1,1011.8,2.3
WX01175,2019-10-19,26.3,0.0,35.7,8.6,1013.5,4.8
WX01176,2019-10-20,19.9,0.0,42.0,14.4,1013.1,3.6
WX01177,2019-10-21,20.5,0.0,17.6,16.9,1007.4,4.9
WX01178,2019-10-22,24.0,0.0,36.4,10.2,1014.5,4.1
WX01179,2019-10-23,19.8,0.0,40.6,4.3,1008.3,4.0
WX01180,2019-10-24,18.8,0.0,38.8,7.4,1017.2,4.6
WX01181,2019-10-25,23.2,0.0,31.0,9.4,1009.8,1.8
WX01182,2019-10-26,20.6,29.0,47.5,10.8,1002.8,2.3
WX01183,2019-10-27,23.9,0.0,34.8,12.9,1007.3,3.2
WX01184,2019-10-28,18.5,0.0,22.6,13.2,1009.4,4.1
WX01185,2019-10-29,18.5,0.0,38.8,16.7,1009.8,4.0
WX01186,2019-10-30,22.2,0.0,40.7,9.6,1003.3,3.8
WX01187,2019-10-31,18.0,0.0,29.9,13.9,1004.2,1.6
WX01188,2019-11-01,22.2,0.0,28.4,13.5,1005.7,2.5
WX01189,2019-11-02,18.1,0.0,48.6,13.9,1001.3,1.1
WX01190,2019-11-03,16.4,0.0,33.7,5.8,1007.2,3.9
WX01191,2019-11-04,18.6,0.0,37.8,14.7,1009.1,3.2
WX01192,2019-11-05,19.4,0.0,29.1,10.9,1011.9,2.9
WX01193,2019-11-06,20.2,0.0,39.2,14.1,1007.3,3.5
WX01194,2019-11-07,14.1,0.0,29.5,11.2,1007.6,2.5
WX01195,2019-11-08,18.4,0.0,46.5,18.5,1010.5,2.0
WX01196,2019-11-09,20.8,0.0,22.8,7.3,1002.7,2.3
WX01197,2019-11-10,22.5,0.0,48.4,16.8,1006.2,2.3
WX01198,2019-11-11,19.1,0.0,35.4,6.5,1009.3,2.9
WX01199,2019-11-12,20.4,0.0,44.0,3.6,1016.3,2.5
WX01200,2019-11-13,16.2,0.0,27.4,8.0,1013.0,2.4
WX01201,2019-11-14,19.9,0.0,39.2,10.8,1011.1,3.0
WX01202,2019-11-15,16.3,0.0,48.7,1.4,1010.6,2.5
WX01203,2019-11-16,19.7,0.0,45.4,5.6,1008.5,2.2
WX01204,2019-11-17,20.8,0.0,32.5,14.4,999.9,4.6
WX01205,2019-11-18,18.6,0.0,34.0,9.5,1002.9,3.0
WX01206,2019-11-19,19.9,0.0,22.1,5.3,1006.3,1.0
WX01207,2019-11-20,13.3,0.0,39.4,17.1,1005.2,3.8
WX01208,2019-11-21,17.6,0.0,31.5,12.0,1009.1,3.2
WX01209,2019-11-22,20.1,0.0,39.9,15.0,1007.3,2.4
WX01210,2019-11-23,20.5,0.0,39.8,15.4,1004.4,3.5
WX01211,2019-11-24,19.7,0.0,29.6,13.2,1007.9,1.8
WX01212,2019-11-25,21.4,0.0,23.9,11.8,1013.5,1.7
WX01213,2019-11-26,17.8,0.0,44.5,4.1,1015.8,3.8
WX01214,2019-11-27,15.0,0.0,38.2,14.7,1005.6,2.3
WX01215,2019-11-28,12.6,0.0,45.0,18.9,1011.5,2.7
WX01216,2019-11-29,20.7,0.0,33.2,11.4,1019.2,2.0
WX01217,2019-11-30,16.7,0.0,36.6,7.7,1007.5,2.5
WX01218,2019-12-01,17.8,0.0,30.9,6.2,1004.4,2.8
WX01219,2019-12-02,14.4,0.0,34.7,10.2,998.4,1.0
WX01220,2019-12-03,18.8,0.0,48.7,8.1,1014.3,1.1
WX01221,2019-12-04,14.2,0.0,33.6,11.8,1002.6,4.0
WX01222,2019-12-05,22.8,0.0,40.7,14.2,1009.0,3.0
WX01223,2019-12-06,17.5,0.0,58.3,12.0,1013.4,1.0
WX01224,2019-12-07,17.6,0.0,16.6,8.2,1006.2,1.6
WX01225,2019-12-08,16.8,0.0,38.2,18.7,1006.6,2.2
WX01226,2019-12-09,18.4,0.0,35.3,10.4,1014.9,1.0
WX01227,2019-12-10,13.1,0.0,36.0,10.6,1006.0,2.0
WX01228,2019-12-11,19.8,0.0,28.0,8.7,1014.0,1.3
WX01229,2019-12-12,16.5,0.0,41.6,15.3,1011.6,3.0
WX01230,2019-12-13,18.0,0.0,31.4,10.3,1003.6,1.8
WX01231,2019-12-14,18.9,0.0,42.2,7.1,1010.9,2.6
WX01232,2019-12-15,19.0,0.0,38.1,7.7,1011.2,4.1
WX01233,2019-12-16,17.8,0.0,28.7,17.0,1004.1,1.5
WX01234,2019-12-17,13.8,0.0,45.1,7.3,1004.0,1.7
WX01235,2019-12-18,19.4,0.0,36.5,12.4,1009.3,1.0
WX01236,2019-12-19,17.8,0.0,34.0,13.7,1011.7,1.0
WX01237,2019-12-20,15.2,0.0,34.4,3.2,998.9,2.2
WX01238,2019-12-21,17.2,0.0,32.8,10.8,1007.0,2.5
WX01239,2019-12-22,17.7,0.0,56.4,5.9,1003.6,2.1
WX01240,2019-12-23,17.9,0.0,38.8,7.5,1011.2,2.1
WX01241,2019-12-24,18.8,0.0,49.7,15.4,1004.0,2.0
WX01242,2019-12-25,17.0,0.0,31.0,8.9,1011.6,2.4
WX01243,2019-12-26,17.1,0.0,27.4,13.4,1012.2,2.1
WX01244,2019-12-27,16.5,0.0,40.2,14.0,1009.4,1.8
WX01245,2019-12-28,16.3,0.0,25.0,13.4,1010.6,1.1
WX01246,2019-12-29,14.8,0.0,30.2,15.9,1014.4,2.2
WX01247,2019-12-30,20.6,0.0,53.2,14.0,1014.6,2.1
WX01248,2019-12-31,19.6,0.0,39.9,9.5,1005.5,2.7
WX01249,2020-01-01,16.9,0.0,37.5,16.0,1008.2,1.3
WX01250,2020-01-02,17.7,0.0,33.7,17.5,1003.6,1.3
WX01251,2020-01-03,13.8,0.0,24.5,11.7,1002.7,2.0
WX01252,2020-01-04,12.5,0.0,41.7,10.4,1007.8,1.5
WX01253,2020-01-05,21.3,0.0,22.3,10.9,998.0,1.1
WX01254,2020-01-06,19.4,0.0,37.6,6.0,1008.4,3.7
WX01255,2020-01-07,20.7,0.0,38.2,2.9,1003.0,4.3
WX01256,2020-01-08,17.3,0.0,36.0,6.3,1012.5,1.9
WX01257,2020-01-09,21.4,0.0,33.4,17.3,1012.3,3.5
WX01258,2020-01-10,19.0,0.0,43.8,13.5,1008.6,2.2
WX01259,2020-01-11,15.6,0.0,34.1,12.1,1005.1,2.8
WX01260,2020-01-12,17.4,0.0,21.0,10.5,1009.4,3.5
WX01261,2020-01-13,23.6,7.9,25.5,9.2,1003.7,2.5
WX01262,2020-01-14,18.6,0.0,40.7,14.9,1012.4,3.0
WX01263,2020-01-15,22.1,0.0,36.6,11.1,1015.8,1.9
WX01264,2020-01-16,17.5,0.0,43.0,1.7,1007.8,3.0
WX01265,2020-01-17,21.6,0.0,25.7,10.7,1008.5,1.0
WX01266,2020-01-18,16.4,0.0,41.3,5.5,1008.8,1.0
WX01267,2020-01-19,17.5,0.0,40.2,10.7,1007.5,3.5
WX01268,2020-01-20,20.6,0.0,33.0,11.6,1012.3,1.5
WX01269,2020-01-21,21.4,0.0,28.2,10.4,996.6,1.1
WX01270,2020-01-22,21.6,0.0,30.9,9.9,1007.9,1.6
WX01271,2020-01-23,22.4,0.0,44.8,15.8,1009.3,2.6
WX01272,2020-01-24,18.7,0.0,40.4,9.9,1012.2,2.2
WX01273,2020-01-25,20.8,0.0,37.5,8.5,1007.3,3.8
WX01274,2020-01-26,15.5,0.0,19.5,16.3,1007.5,3.4
WX01275,2020-01-27,18.1,0.0,65.3,8.6,1012.3,2.3
WX01276,2020-01-28,18.9,0.0,40.6,3.3,1009.1,2.8
WX01277,2020-01-29,22.6,0.0,33.9,5.4,1005.1,3.4
WX01278,2020-01-30,17.6,0.0,25.7,7.9,1004.3,3.7
WX01279,2020-01-31,20.3,0.0,25.4,7.9,1012.0,3.7
WX01280,2020-02-01,25.1,0.0,27.9,11.5,1008.7,3.7
WX01281,2020-02-02,17.6,0.0,41.5,11.3,1011.7,2.0
WX01282,2020-02-03,22.5,0.0,32.7,4.9,1019.1,3.7
WX01283,2020-02-04,20.5,0.0,34.0,3.8,1005.1,3.2
WX01284,2020-02-05,17.5,0.0,42.2,1.0,1012.5,3.1
WX01285,2020-02-06,20.1,0.0,35.8,14.2,1002.5,3.4
WX01286,2020-02-07,26.8,0.0,42.1,5.5,1014.3,1.9
WX01287,2020-02-08,21.3,0.0,40.7,6.0,1008.5,2.9
WX01288,2020-02-09,23.6,0.0,27.4,14.7,1005.6,1.8
WX01289,2020-02-10,20.1,0.0,47.8,14.1,1008.3,4.6
WX01290,2020-02-11,17.2,0.0,32.5,13.6,1012.7,3.8
WX01291,2020-02-12,19.1,0.0,40.0,12.4,1001.0,3.1
WX01292,2020-02-13,19.4,0.0,23.2,17.0,1007.4,5.0
WX01293,2020-02-14,18.4,0.0,26.0,3.1,1011.7,4.8
WX01294,2020-02-15,21.3,0.0,55.4,6.3,1011.2,4.7
WX01295,2020-02-16,24.9,0.0,32.3,13.6,1008.9,4.0
WX01296,2020-02-17,22.6,0.0,26.6,13.0,1007.9,4.8
WX01297,2020-02-18,28.5,0.0,29.2,2.5,1005.2,3.9
WX01298,2020-02-19,19.4,0.0,27.9,6.0,1007.0,3.1
WX01299,2020-02-20,24.3,0.0,42.0,7.7,1009.7,3.4
WX01300,2020-02-21,21.0,0.0,20.7,9.2,1010.9,4.2
WX01301,2020-02-22,22.5,0.0,42.2,5.9,1008.4,4.2
WX01302,2020-02-23,24.5,0.0,28.6,10.0,1008.9,4.4
WX01303,2020-02-24,21.6,0.0,29.9,5.1,1005.3,3.7
WX01304,2020-02-25,22.3,0.0,37.3,11.9,1008.5,4.0
WX01305,2020-02-26,22.4,0.0,42.5,10.4,1014.6,4.0
WX01306,2020-02-27,24.4,0.0,30.4,8.2,998.4,4.7
WX01307,2020-02-28,22.4,0.0,25.3,2.9,1015.3,5.4
WX01308,2020-02-29,25.6,0.0,16.5,12.9,1003.8,2.7
WX01309,2020-03-01,24.5,0.0,38.8,11.9,1009.1,4.9
WX01310,2020-03-02,21.2,40.6,28.4,9.5,1004.3,5.0
WX01311,2020-03-03,21.7,0.0,28.0,13.5,1015.5,3.4
WX01312,2020-03-04,26.1,0.0,27.1,9.3,1011.2,6.0
WX01313,2020-03-05,22.0,0.0,33.2,6.9,1002.2,4.4
WX01314,2020-03-06,26.4,0.0,39.6,7.9,1005.9,5.3
WX01315,2020-03-07,22.1,0.0,27.2,11.2,1007.7,4.8
WX01316,2020-03-08,24.5,0.0,39.6,18.5,1005.8,7.5
WX01317,2020-03-09,23.8,0.0,47.7,1.0,1006.3,5.4
WX01318,2020-03-10,21.5,0.0,50.2,10.0,1002.8,6.4
WX01319,2020-03-11,19.8,0.0,29.7,7.1,1010.8,6.6
WX01320,2020-03-12,24.1,0.0,47.1,8.1,1006.7,6.3
WX01321,2020-03-13,26.1,0.0,42.7,14.0,1006.0,6.0
WX01322,2020-03-14,23.2,0.0,25.5,14.1,1011.6,3.9
WX01323,2020-03-15,26.2,0.0,30.7,11.0,1007.2,6.0
WX01324,2020-03-16,26.5,0.0,32.5,5.0,1006.8,6.6
WX01325,2020-03-17,27.9,20.7,31.3,3.8,1013.9,7.2
WX01326,2020-03-18,26.2,0.0,36.1,11.4,1012.4,5.3
WX01327,2020-03-19,26.4,0.0,35.9,8.3,1011.1,5.4
WX01328,2020-03-20,25.0,0.0,29.6,16.1,1004.9,6.4
WX01329,2020-03-21,29.4,0.0,46.2,10.9,1001.1,6.2
WX01330,2020-03-22,22.7,0.0,34.2,9.0,1011.1,7.0
WX01331,2020-03-23,27.2,0.0,30.1,8.1,1008.9,4.5
WX01332,2020-03-24,24.1,16.0,38.5,7.6,1008.3,8.4
WX01333,2020-03-25,28.9,0.0,32.4,11.2,1009.0,6.3
WX01334,2020-03-26,28.2,0.0,27.9,11.5,1011.4,7.6
WX01335,2020-03-27,27.1,0.0,34.1,14.0,1004.2,7.0
WX01336,2020-03-28,30.7,0.0,29.8,2.8,1006.6,7.2
WX01337,2020-03-29,26.2,0.0,26.4,11.7,1007.5,6.4
WX01338,2020-03-30,25.9,0.0,49.3,14.4,1006.6,6.8
WX01339,2020-03-31,27.0,0.0,26.1,13.3,1009.7,6.2
WX01340,2020-04-01,24.8,0.0,15.0,11.2,1003.8,7.5
WX01341,2020-04-02,32.7,0.0,40.9,13.4,1014.3,6.7
WX01342,2020-04-03,27.8,0.0,39.2,11.3,1002.4,8.9
WX01343,2020-04-04,32.1,0.0,33.5,12.2,1008.1,7.2
WX01344,2020-04-05,27.7,0.0,28.7,6.9,1008.5,7.3
WX01345,2020-04-06,27.5,0.0,39.6,14.8,1007.2,7.3
WX01346,2020-04-07,27.4,0.0,34.3,7.7,1007.0,7.2
WX01347,2020-04-08,29.7,0.0,33.8,5.8,1008.7,8.7
WX01348,2020-04-09,29.1,0.0,38.7,7.0,1006.4,7.4
WX01349,2020-04-10,25.0,0.0,15.0,7.0,1008.9,9.2
WX01350,2020-04-11,26.7,0.0,48.2,14.6,1017.3,6.2
WX01351,2020-04-12,32.8,0.0,32.8,4.5,1007.3,7.2
WX01352,2020-04-13,29.5,0.0,43.4,14.6,1010.1,8.0
WX01353,2020-04-14,28.7,0.0,42.8,11.7,1002.1,7.3
WX01354,2020-04-15,27.7,0.0,36.0,6.6,1011.1,8.6
WX01355,2020-04-16,31.8,0.0,22.5,12.5,1007.5,8.4
WX01356,2020-04-17,29.9,0.0,38.9,6.9,1007.6,8.7
WX01357,2020-04-18,27.8,0.0,23.3,18.4,1006.2,8.3
WX01358,2020-04-19,32.0,0.0,42.2,16.1,1012.8,8.6
WX01359,2020-04-20,30.4,0.0,34.7,11.1,1008.5,9.4
WX01360,2020-04-21,29.9,0.0,19.2,11.5,1010.5,8.2
WX01361,2020-04-22,35.2,0.0,29.6,9.1,1006.4,7.5
WX01362,2020-04-23,30.6,0.0,38.9,6.8,1005.4,9.1
WX01363,2020-04-24,29.1,0.0,38.3,15.1,1008.1,7.7
WX01364,2020-04-25,33.5,0.0,20.3,15.7,1001.1,7.7
WX01365,2020-04-26,33.7,0.0,39.3,7.9,1008.6,7.9
WX01366,2020-04-27,31.6,0.0,19.3,13.1,1012.8,8.4
WX01367,2020-04-28,32.1,0.0,38.4,7.0,1013.9,7.4
WX01368,2020-04-29,35.0,0.0,55.9,5.3,1014.5,9.4
WX01369,2020-04-30,33.1,0.0,37.8,2.6,1012.9,9.6
WX01370,2020-05-01,33.7,0.0,54.6,13.7,1010.8,9.4
WX01371,2020-05-02,29.8,0.0,37.8,12.7,1014.7,8.7
WX01372,2020-05-03,34.9,0.0,32.8,6.4,1012.5,7.9
WX01373,2020-05-04,32.5,2.6,34.7,8.3,1008.6,7.3
WX01374,2020-05-05,35.4,0.0,31.4,7.0,1010.0,9.5
WX01375,2020-05-06,33.6,0.0,31.8,10.7,1012.7,8.0
WX01376,2020-05-07,33.5,0.0,25.6,11.0,1006.3,9.4
WX01377,2020-05-08,31.3,0.0,15.5,12.9,1007.1,8.9
WX01378,2020-05-09,33.0,0.0,32.5,13.1,1006.2,8.9
WX01379,2020-05-10,32.1,0.0,26.3,7.3,1008.3,6.8
WX01380,2020-05-11,35.1,0.0,22.5,15.8,1007.6,11.0
WX01381,2020-05-12,31.5,0.0,36.5,7.1,1001.7,9.1
WX01382,2020-05-13,34.2,0.0,38.2,11.4,1007.3,8.2
WX01383,2020-05-14,35.9,103.5,38.5,4.0,1008.6,8.6
WX01384,2020-05-15,33.7,0.0,29.9,17.7,1000.8,8.6
WX01385,2020-05-16,31.5,0.0,30.4,12.2,1006.5,8.7
WX01386,2020-05-17,34.2,0.0,32.9,10.7,1013.0,8.1
WX01387,2020-05-18,29.8,0.0,22.0,5.2,1006.9,9.2
WX01388,2020-05-19,35.0,0.0,43.5,8.6,1002.5,8.9
WX01389,2020-05-20,31.0,0.0,29.9,9.8,1006.6,9.4
WX01390,2020-05-21,33.1,0.0,23.2,9.5,1002.7,7.3
WX01391,2020-05-22,30.6,29.1,48.3,11.5,1006.2,7.1
WX01392,2020-05-23,38.0,0.0,41.5,10.4,1011.4,9.6
WX01393,2020-05-24,33.0,0.0,33.9,12.7,1012.3,9.4
WX01394,2020-05-25,33.4,11.9,31.7,13.1,1009.0,9.9
WX01395,2020-05-26,35.1,0.0,28.4,8.0,1015.4,9.5
WX01396,2020-05-27,30.5,0.0,49.2,13.7,1004.7,9.4
WX01397,2020-05-28,32.5,0.0,31.2,19.0,1012.9,10.7
WX01398,2020-05-29,31.5,0.0,41.8,1.4,1018.3,10.8
WX01399,2020-05-30,34.9,0.0,30.4,9.7,1007.9,9.9
WX01400,2020-05-31,30.0,0.0,19.1,18.3,1001.3,9.9
WX01401,2020-06-01,34.5,4.5,87.0,10.1,1011.4,10.6
WX01402,2020-06-02,31.3,38.3,86.0,10.6,1009.5,8.3
WX01403,2020-06-03,38.0,26.0,72.0,15.4,1007.4,11.7
WX01404,2020-06-04,32.9,0.0,74.6,7.8,1007.4,8.6
WX01405,2020-06-05,32.7,20.4,81.9,5.1,1010.4,9.9
WX01406,2020-06-06,30.7,0.0,67.1,10.1,1012.1,10.1
WX01407,2020-06-07,36.8,31.1,67.2,9.1,1008.0,10.3
WX01408,2020-06-08,35.3,0.0,55.9,15.0,1006.7,9.3
WX01409,2020-06-09,34.8,0.0,70.3,2.4,1006.0,9.5
WX01410,2020-06-10,36.2,13.0,71.8,11.2,1001.5,8.4
WX01411,2020-06-11,35.8,7.6,81.5,3.0,1007.1,10.5
WX01412,2020-06-12,27.3,28.4,73.9,8.2,1006.0,10.2
WX01413,2020-06-13,36.0,24.9,80.5,9.8,1004.2,10.2
WX01414,2020-06-14,31.8,31.3,74.7,5.9,1014.6,9.9
WX01415,2020-06-15,31.5,0.0,75.9,15.7,1010.7,11.8
WX01416,2020-06-16,34.7,0.0,58.1,15.1,1013.5,9.5
WX01417,2020-06-17,35.2,13.8,69.1,7.8,1006.7,9.8
WX01418,2020-06-18,36.0,0.0,81.3,13.4,1000.2,8.7
WX01419,2020-06-19,32.9,6.4,87.8,11.7,1009.5,8.1
WX01420,2020-06-20,35.2,19.8,80.4,12.7,1008.1,8.9
WX01421,2020-06-21,30.6,32.2,71.0,9.5,1008.9,9.4
WX01422,2020-06-22,36.7,16.9,72.2,10.6,1010.8,10.7
WX01423,2020-06-23,32.1,0.0,65.7,7.0,1013.5,11.2
WX01424,2020-06-24,33.6,35.2,86.3,12.5,1016.6,11.0
WX01425,2020-06-25,34.0,19.2,85.4,7.5,1011.7,10.4
WX01426,2020-06-26,32.9,0.0,92.8,12.3,1008.0,8.8
WX01427,2020-06-27,39.1,9.3,72.1,5.3,1009.4,10.3
WX01428,2020-06-28,37.4,0.0,76.2,10.3,1009.3,8.3
WX01429,2020-06-29,32.6,0.0,74.8,13.3,1005.7,9.9
WX01430,2020-06-30,35.8,0.0,84.7,19.2,1004.8,8.3
WX01431,2020-07-01,32.6,0.0,68.6,12.5,1004.6,8.8
WX01432,2020-07-02,25.7,18.3,82.8,3.0,1003.4,9.2
WX01433,2020-07-03,32.1,17.1,63.8,3.2,1017.7,10.0
WX01434,2020-07-04,36.5,0.0,77.1,2.1,1008.9,10.0
WX01435,2020-07-05,34.3,0.0,82.1,6.1,1012.2,10.0
WX01436,2020-07-06,34.1,0.0,69.5,10.8,1013.3,9.2
WX01437,2020-07-07,34.8,38.6,75.1,10.1,1004.1,9.6
WX01438,2020-07-08,31.0,18.7,80.0,6.9,1008.3,8.4
WX01439,2020-07-09,35.6,24.4,80.9,8.0,1007.3,10.3
WX01440,2020-07-10,33.7,0.0,72.8,1.9,1005.4,11.1
WX01441,2020-07-11,37.0,23.6,61.6,5.4,1009.0,11.2
WX01442,2020-07-12,37.4,0.0,80.9,15.6,1011.4,10.2
WX01443,2020-07-13,30.9,45.0,66.7,7.5,1008.5,9.3
WX01444,2020-07-14,30.8,27.7,84.0,9.5,1007.7,9.5
WX01445,2020-07-15,34.3,0.0,89.5,5.0,1002.2,10.6
WX01446,2020-07-16,33.4,0.0,73.6,9.5,1014.2,9.3
WX01447,2020-07-17,37.8,19.4,70.1,15.4,1012.5,10.0
WX01448,2020-07-18,32.8,31.1,84.5,4.0,1011.4,8.8
WX01449,2020-07-19,34.1,24.3,82.9,13.2,1009.7,8.5
WX01450,2020-07-20,34.2,0.0,76.0,11.3,1011.6,7.5
WX01451,2020-07-21,31.8,51.6,68.0,8.8,1007.4,10.4
WX01452,2020-07-22,36.4,0.0,70.6,15.9,1000.0,7.7
WX01453,2020-07-23,36.7,26.3,90.6,12.6,1003.7,8.1
WX01454,2020-07-24,32.7,18.2,75.2,3.9,1015.3,9.8
WX01455,2020-07-25,29.5,2.1,80.5,18.6,1004.7,11.6
WX01456,2020-07-26,30.3,0.0,90.0,13.8,1001.9,10.3
WX01457,2020-07-27,36.0,0.0,75.7,10.6,1008.2,6.9
WX01458,2020-07-28,31.9,10.8,79.5,17.6,1006.7,8.9
WX01459,2020-07-29,30.8,0.0,73.4,9.8,1008.5,8.9
WX01460,2020-07-30,30.8,16.6,71.8,4.1,1007.5,8.2
WX01461,2020-07-31,30.8,0.0,72.3,6.9,1003.1,8.8
WX01462,2020-08-01,30.7,27.0,85.9,17.4,1013.2,8.3
WX01463,2020-08-02,32.8,22.5,70.9,13.2,1010.4,7.1
WX01464,2020-08-03,36.5,6.6,61.3,8.7,1005.7,9.0
WX01465,2020-08-04,34.2,62.0,77.2,4.7,1009.7,8.0
WX01466,2020-08-05,29.6,0.0,66.9,12.3,1008.0,6.6
WX01467,2020-08-06,28.7,0.0,71.5,9.4,1013.9,7.8
WX01468,2020-08-07,28.6,17.8,69.3,10.1,1009.6,8.2
WX01469,2020-08-08,24.6,0.0,79.8,9.3,1005.8,10.4
WX01470,2020-08-09,30.1,0.0,79.6,16.3,1009.3,8.5
WX01471,2020-08-10,30.8,7.4,72.6,5.3,1014.3,10.5
WX01472,2020-08-11,30.6,0.0,82.0,10.9,1002.8,8.6
WX01473,2020-08-12,30.3,0.0,58.5,3.8,1005.0,9.4
WX01474,2020-08-13,30.9,14.5,85.4,7.0,1011.1,6.9
WX01475,2020-08-14,32.7,0.0,91.5,10.6,1008.5,7.7
WX01476,2020-08-15,31.1,63.7,76.7,15.7,1004.7,9.2
WX01477,2020-08-16,27.8,0.0,85.9,8.4,1002.9,9.2
WX01478,2020-08-17,29.9,0.0,93.1,9.9,1008.0,9.0
WX01479,2020-08-18,33.8,19.7,82.9,9.5,1005.9,6.1
WX01480,2020-08-19,29.3,0.0,78.2,12.9,1008.5,9.2
WX01481,2020-08-20,25.5,0.0,68.9,14.7,1009.6,6.0
WX01482,2020-08-21,33.9,16.2,80.7,10.5,1011.1,7.5
WX01483,2020-08-22,27.2,0.0,79.1,15.4,1006.5,6.3
WX01484,2020-08-23,28.5,12.4,68.8,4.7,1010.0,9.2
WX01485,2020-08-24,30.8,18.1,80.8,18.1,1013.0,7.9
WX01486,2020-08-25,31.8,20.3,69.4,9.5,1002.6,7.8
WX01487,2020-08-26,32.3,13.5,75.6,5.7,1009.1,8.6
WX01488,2020-08-27,23.4,9.9,75.1,10.6,1012.9,6.5
WX01489,2020-08-28,29.4,2.1,80.5,11.2,1010.1,8.0
WX01490,2020-08-29,25.7,0.0,79.2,9.9,1004.7,7.9
WX01491,2020-08-30,28.7,23.6,69.4,10.6,1007.5,7.0
WX01492,2020-08-31,26.7,0.0,80.6,10.9,1008.9,6.4
WX01493,2020-09-01,29.9,0.0,71.3,3.4,1008.3,6.0
WX01494,2020-09-02,27.1,22.5,68.8,7.7,1015.2,7.3
WX01495,2020-09-03,28.5,11.1,82.0,6.8,1006.7,6.6
WX01496,2020-09-04,25.0,0.0,86.0,6.1,1008.8,7.4
WX01497,2020-09-05,25.9,0.0,69.7,14.4,1009.6,6.9
WX01498,2020-09-06,28.1,20.1,71.1,3.6,1005.0,5.8
WX01499,2020-09-07,30.2,0.0,73.5,5.4,1005.7,5.2
WX01500,2020-09-08,27.5,0.0,66.2,1.0,1006.0,5.2
WX01501,2020-09-09,30.6,11.7,77.9,7.5,1009.4,8.2
WX01502,2020-09-10,26.5,28.1,89.9,7.9,1007.2,7.9
WX01503,2020-09-11,26.5,19.3,72.3,5.0,1008.8,6.1
WX01504,2020-09-12,29.2,0.0,68.7,16.7,1001.7,6.5
WX01505,2020-09-13,26.0,12.9,56.8,12.8,1015.2,6.4
WX01506,2020-09-14,23.6,5.8,91.1,6.3,1006.7,7.3
