threat_id,latitude,longitude,village_id,threat_type,severity,date,description,image_filename,resolved
ENV0692,19.825701,74.566181,VLG073,Pesticide Runoff,Moderate,2024-09-11,Reported by local resident,ENV0692.jpg,False
ENV0693,19.839535,74.460513,VLG070,Illegal Tree Cutting,High,2019-02-19,Reported by local resident,ENV0693.jpg,False
ENV0694,19.880426,74.392644,VLG093,Fire,Low,2023-02-10,Identified during river patrol,ENV0694.jpg,True
ENV0695,19.809784,74.571807,VLG022,Encroachment,High,2024-01-24,Noted by forest officer,ENV0695.jpg,False
ENV0696,19.946459,74.457563,VLG030,Soil Erosion,Critical,2017-12-28,Reported by local resident,ENV0696.jpg,True
ENV0697,19.888561,74.492624,VLG093,Illegal Tree Cutting,Low,2025-02-19,Noted by forest officer,ENV0697.jpg,False
ENV0698,19.888411,74.548304,VLG069,Sewage Discharge,Low,2026-04-11,Reported by local resident,ENV0698.jpg,False
ENV0699,19.848503,74.35804,VLG065,Illegal Tree Cutting,Moderate,2019-07-14,Flagged via citizen report app,ENV0699.jpg,True
ENV0700,19.923207,74.564006,VLG064,Soil Erosion,Moderate,2024-07-11,Reported by local resident,ENV0700.jpg,True
ENV0701,19.921588,74.475326,VLG006,Pesticide Runoff,Moderate,2026-05-09,Observed during field survey,ENV0701.jpg,True
ENV0702,19.815015,74.479132,VLG086,Illegal Tree Cutting,Low,2023-12-26,Reported by local resident,ENV0702.jpg,False
ENV0703,19.890712,74.565832,VLG031,Pesticide Runoff,Low,2023-06-05,Observed during field survey,ENV0703.jpg,False
ENV0704,19.895494,74.367401,VLG087,Sand Mining,Moderate,2016-08-30,Flagged via citizen report app,ENV0704.jpg,False
ENV0705,19.907875,74.415313,VLG082,Invasive Species,High,2017-10-16,Flagged via citizen report app,ENV0705.jpg,True
ENV0706,19.887613,74.353526,VLG033,Sand Mining,High,2025-02-25,Noted by forest officer,ENV0706.jpg,True
ENV0707,19.817615,74.433827,VLG034,Encroachment,High,2018-01-23,Observed during field survey,ENV0707.jpg,True
ENV0708,19.856277,74.374122,VLG050,Encroachment,High,2018-09-21,Observed during field survey,ENV0708.jpg,False
ENV0709,19.831191,74.562436,VLG088,Sand Mining,High,2019-06-27,Flagged via citizen report app,ENV0709.jpg,True
ENV0710,19.943892,74.40027,VLG097,Sand Mining,Moderate,2019-06-06,Reported by local resident,ENV0710.jpg,True
ENV0711,19.893277,74.516794,VLG019,Invasive Species,Low,2017-07-26,Noted by forest officer,ENV0711.jpg,False
ENV0712,19.868811,74.484883,VLG024,Plastic Waste,High,2017-02-02,Flagged via citizen report app,ENV0712.jpg,True
ENV0713,19.922818,74.44203,VLG069,Illegal Tree Cutting,Low,2020-10-14,Flagged via citizen report app,ENV0713.jpg,False
ENV0714,19.821334,74.414913,VLG060,Soil Erosion,Moderate,2018-09-01,Reported by local resident,ENV0714.jpg,False
ENV0715,19.819241,74.544468,VLG004,Invasive Species,Critical,2019-05-02,Observed during field survey,ENV0715.jpg,True
ENV0716,19.911175,74.532852,VLG069,Sewage Discharge,High,2019-07-03,Reported by local resident,ENV0716.jpg,True
ENV0717,19.85175,74.479171,VLG026,Sewage Discharge,High,2025-07-13,Identified during river patrol,ENV0717.jpg,False
ENV0718,19.855457,74.415807,VLG086,Illegal Tree Cutting,Low,2022-10-18,Reported by local resident,ENV0718.jpg,False
ENV0719,19.914678,74.385993,VLG069,Plastic Waste,Moderate,2024-09-29,Identified during river patrol,ENV0719.jpg,False
ENV0720,19.859146,74.365303,VLG018,Invasive Species,Moderate,2023-08-17,Noted by forest officer,ENV0720.jpg,False
ENV0721,19.818347,74.469122,VLG074,Encroachment,Moderate,2021-02-13,Noted by forest officer,ENV0721.jpg,False
ENV0722,19.834608,74.566644,VLG063,Pesticide Runoff,High,2017-07-22,Observed during field survey,ENV0722.jpg,True
ENV0723,19.849988,74.477583,VLG054,Encroachment,High,2023-01-21,Reported by local resident,ENV0723.jpg,False
ENV0724,19.808625,74.407197,VLG047,Invasive Species,Moderate,2024-05-16,Noted by forest officer,ENV0724.jpg,False
ENV0725,19.849002,74.573134,VLG056,Invasive Species,Moderate,2017-11-03,Identified during river patrol,ENV0725.jpg,False
ENV0726,19.858934,74.560457,VLG039,Sewage Discharge,Critical,2026-04-06,Flagged via citizen report app,ENV0726.jpg,True
ENV0727,19.887745,74.544132,VLG028,Plastic Waste,High,2017-07-07,Reported by local resident,ENV0727.jpg,False
ENV0728,19.90363,74.396782,VLG100,Sand Mining,High,2021-04-24,Observed during field survey,ENV0728.jpg,False
ENV0729,19.900784,74.513478,VLG048,Water Pollution,Critical,2017-10-26,Identified during river patrol,ENV0729.jpg,True
ENV0730,19.827432,74.518331,VLG009,Water Pollution,Low,2020-04-21,Flagged via citizen report app,ENV0730.jpg,True
ENV0731,19.9452,74.460428,VLG006,Fire,Low,2019-04-12,Identified during river patrol,ENV0731.jpg,True
ENV0732,19.812797,74.368186,VLG020,Water Pollution,High,2022-06-18,Identified during river patrol,ENV0732.jpg,False
ENV0733,19.923168,74.599182,VLG021,Plastic Waste,Moderate,2025-05-31,Noted by forest officer,ENV0733.jpg,True
ENV0734,19.900685,74.481433,VLG083,Pesticide Runoff,Low,2025-04-07,Observed during field survey,ENV0734.jpg,True
ENV0735,19.851516,74.452044,VLG063,Encroachment,Moderate,2017-04-12,Noted by forest officer,ENV0735.jpg,True
ENV0736,19.916469,74.55358,VLG049,Water Pollution,Critical,2017-02-05,Observed during field survey,ENV0736.jpg,True
ENV0737,19.91748,74.529226,VLG090,Water Pollution,Critical,2022-03-23,Flagged via citizen report app,ENV0737.jpg,False
ENV0738,19.845721,74.477165,VLG070,Plastic Waste,Low,2018-08-17,Observed during field survey,ENV0738.jpg,False
ENV0739,19.858557,74.533577,VLG081,Sand Mining,Low,2020-06-21,Identified during river patrol,ENV0739.jpg,True
ENV0740,19.843139,74.350795,VLG061,Sand Mining,Moderate,2018-08-19,Identified during river patrol,ENV0740.jpg,False
ENV0741,19.880599,74.451581,VLG025,Fire,High,2018-02-11,Observed during field survey,ENV0741.jpg,True
ENV0742,19.881807,74.416109,VLG015,Plastic Waste,Low,2020-07-02,Noted by forest officer,ENV0742.jpg,False
ENV0743,19.805508,74.512963,VLG035,Illegal Tree Cutting,High,2017-01-27,Noted by forest officer,ENV0743.jpg,False
ENV0744,19.861442,74.474953,VLG011,Encroachment,Moderate,2022-11-12,Reported by local resident,ENV0744.jpg,False
ENV0745,19.931279,74.370366,VLG029,Sewage Discharge,Moderate,2025-01-17,Reported by local resident,ENV0745.jpg,False
ENV0746,19.943983,74.573233,VLG007,Illegal Tree Cutting,Moderate,2019-05-05,Reported by local resident,ENV0746.jpg,True
ENV0747,19.810665,74.36054,VLG038,Fire,Moderate,2017-11-10,Flagged via citizen report app,ENV0747.jpg,False
ENV0748,19.888866,74.385184,VLG082,Water Pollution,Low,2024-08-03,Flagged via citizen report app,ENV0748.jpg,False
ENV0749,19.883995,74.531519,VLG043,Water Pollution,Critical,2026-05-11,Identified during river patrol,ENV0749.jpg,False
ENV0750,19.893029,74.425421,VLG051,Illegal Tree Cutting,Moderate,2018-01-13,Reported by local resident,ENV0750.jpg,True
ENV0751,19.88661,74.36048,VLG025,Soil Erosion,Critical,2025-06-20,Identified during river patrol,ENV0751.jpg,False
ENV0752,19.821778,74.420353,VLG051,Sewage Discharge,Critical,2017-07-15,Noted by forest officer,ENV0752.jpg,False
ENV0753,19.903672,74.525219,VLG030,Plastic Waste,Low,2025-12-30,Reported by local resident,ENV0753.jpg,True
ENV0754,19.851061,74.378255,VLG039,Water Pollution,High,2024-12-28,Noted by forest officer,ENV0754.jpg,False
ENV0755,19.940932,74.400117,VLG095,Pesticide Runoff,Critical,2016-12-26,Reported by local resident,ENV0755.jpg,True
ENV0756,19.82006,74.51482,VLG092,Pesticide Runoff,High,2021-11-06,Noted by forest officer,ENV0756.jpg,False
ENV0757,19.84449,74.534764,VLG084,Sewage Discharge,Low,2018-01-21,Identified during river patrol,ENV0757.jpg,True
ENV0758,19.921932,74.473772,VLG028,Fire,High,2020-03-03,Observed during field survey,ENV0758.jpg,False
ENV0759,19.838518,74.573023,VLG025,Illegal Tree Cutting,Low,2024-02-26,Observed during field survey,ENV0759.jpg,False
ENV0760,19.92698,74.417801,VLG067,Encroachment,Critical,2024-10-07,Reported by local resident,ENV0760.jpg,False
ENV0761,19.866069,74.469778,VLG029,Invasive Species,Low,2019-09-13,Observed during field survey,ENV0761.jpg,True
ENV0762,19.934306,74.465791,VLG088,Plastic Waste,Moderate,2024-01-16,Reported by local resident,ENV0762.jpg,True
ENV0763,19.872206,74.508538,VLG034,Illegal Tree Cutting,High,2020-09-22,Flagged via citizen report app,ENV0763.jpg,True
ENV0764,19.867824,74.428247,VLG012,Fire,Low,2024-12-23,Observed during field survey,ENV0764.jpg,False
ENV0765,19.890477,74.557542,VLG080,Sewage Discharge,High,2021-08-20,Flagged via citizen report app,ENV0765.jpg,False
ENV0766,19.937541,74.499211,VLG099,Invasive Species,Low,2017-08-04,Identified during river patrol,ENV0766.jpg,False
ENV0767,19.924948,74.363435,VLG008,Sand Mining,Low,2018-06-03,Reported by local resident,ENV0767.jpg,True
ENV0768,19.919903,74.429146,VLG054,Pesticide Runoff,Critical,2019-03-01,Observed during field survey,ENV0768.jpg,False
ENV0769,19.817026,74.456542,VLG014,Fire,Critical,2020-09-07,Noted by forest officer,ENV0769.jpg,True
ENV0770,19.883927,74.418164,VLG047,Water Pollution,Moderate,2017-12-16,Identified during river patrol,ENV0770.jpg,False
ENV0771,19.874145,74.421594,VLG052,Soil Erosion,High,2023-01-09,Reported by local resident,ENV0771.jpg,True
ENV0772,19.948084,74.597425,VLG071,Sand Mining,Moderate,2019-07-07,Noted by forest officer,ENV0772.jpg,True
ENV0773,19.834308,74.406451,VLG017,Pesticide Runoff,Moderate,2022-01-24,Noted by forest officer,ENV0773.jpg,False
ENV0774,19.906977,74.453926,VLG007,Fire,High,2025-11-01,Observed during field survey,ENV0774.jpg,True
ENV0775,19.940514,74.401056,VLG092,Sand Mining,High,2024-08-28,Identified during river patrol,ENV0775.jpg,False
ENV0776,19.875021,74.38787,VLG002,Pesticide Runoff,Low,2025-05-15,Identified during river patrol,ENV0776.jpg,True
ENV0777,19.910333,74.469458,VLG053,Fire,Critical,2025-11-06,Identified during river patrol,ENV0777.jpg,False
ENV0778,19.878133,74.523086,VLG024,Sand Mining,High,2023-11-27,Noted by forest officer,ENV0778.jpg,False
ENV0779,19.891796,74.386333,VLG077,Soil Erosion,High,2022-11-04,Reported by local resident,ENV0779.jpg,True
ENV0780,19.891166,74.44725,VLG084,Invasive Species,Critical,2024-10-29,Identified during river patrol,ENV0780.jpg,False
ENV0781,19.933921,74.388098,VLG026,Plastic Waste,High,2021-09-18,Reported by local resident,ENV0781.jpg,True
ENV0782,19.8404,74.528404,VLG037,Fire,Moderate,2016-12-26,Reported by local resident,ENV0782.jpg,True
ENV0783,19.82555,74.379562,VLG008,Illegal Tree Cutting,Low,2024-12-12,Reported by local resident,ENV0783.jpg,True
ENV0784,19.891158,74.554993,VLG075,Illegal Tree Cutting,High,2026-03-12,Reported by local resident,ENV0784.jpg,False
ENV0785,19.825266,74.490033,VLG094,Water Pollution,Moderate,2020-08-10,Noted by forest officer,ENV0785.jpg,True
ENV0786,19.841565,74.494114,VLG093,Pesticide Runoff,Critical,2021-02-08,Noted by forest officer,ENV0786.jpg,False
ENV0787,19.894002,74.414066,VLG067,Plastic Waste,Critical,2020-07-05,Noted by forest officer,ENV0787.jpg,True
ENV0788,19.893362,74.580919,VLG005,Sand Mining,High,2020-03-16,Observed during field survey,ENV0788.jpg,False
ENV0789,19.896901,74.386123,VLG099,Plastic Waste,High,2021-09-08,Flagged via citizen report app,ENV0789.jpg,True
ENV0790,19.810147,74.505017,VLG065,Plastic Waste,Moderate,2026-02-09,Observed during field survey,ENV0790.jpg,False
ENV0791,19.811308,74.573288,VLG031,Plastic Waste,Critical,2019-08-16,Identified during river patrol,ENV0791.jpg,True
ENV0792,19.887949,74.541949,VLG079,Fire,Low,2026-05-17,Reported by local resident,ENV0792.jpg,False
ENV0793,19.923404,74.483945,VLG015,Sand Mining,Low,2018-08-27,Identified during river patrol,ENV0793.jpg,False
ENV0794,19.880378,74.392119,VLG079,Sewage Discharge,High,2023-03-24,Observed during field survey,ENV0794.jpg,True
ENV0795,19.921808,74.556855,VLG027,Pesticide Runoff,Critical,2023-05-14,Noted by forest officer,ENV0795.jpg,False
ENV0796,19.816351,74.561044,VLG076,Fire,Critical,2021-05-31,Observed during field survey,ENV0796.jpg,False
ENV0797,19.841726,74.529112,VLG068,Invasive Species,Low,2019-04-28,Reported by local resident,ENV0797.jpg,False
ENV0798,19.827047,74.590272,VLG039,Sand Mining,Critical,2022-03-29,Reported by local resident,ENV0798.jpg,True
ENV0799,19.850959,74.55253,VLG033,Illegal Tree Cutting,Low,2020-12-28,Identified during river patrol,ENV0799.jpg,True
ENV0800,19.870268,74.433275,VLG065,Soil Erosion,Moderate,2025-09-01,Identified during river patrol,ENV0800.jpg,True
ENV0801,19.808848,74.563189,VLG091,Soil Erosion,Moderate,2019-07-05,Identified during river patrol,ENV0801.jpg,True
ENV0802,19.944399,74.462547,VLG072,Illegal Tree Cutting,Critical,2024-05-02,Noted by forest officer,ENV0802.jpg,True
ENV0803,19.817575,74.453336,VLG073,Sewage Discharge,Critical,2022-06-14,Noted by forest officer,ENV0803.jpg,False
ENV0804,19.928166,74.545006,VLG087,Fire,Critical,2016-09-12,Identified during river patrol,ENV0804.jpg,True
ENV0805,19.843481,74.358687,VLG048,Sand Mining,Critical,2018-04-01,Flagged via citizen report app,ENV0805.jpg,False
ENV0806,19.8347,74.564902,VLG008,Fire,Moderate,2026-07-13,Noted by forest officer,ENV0806.jpg,False
ENV0807,19.943393,74.442433,VLG026,Sewage Discharge,Low,2019-05-21,Flagged via citizen report app,ENV0807.jpg,True
ENV0808,19.880225,74.598258,VLG045,Sewage Discharge,Critical,2018-05-21,Noted by forest officer,ENV0808.jpg,False
ENV0809,19.938477,74.475262,VLG048,Fire,Critical,2025-06-21,Flagged via citizen report app,ENV0809.jpg,False
ENV0810,19.802039,74.371501,VLG031,Illegal Tree Cutting,Critical,2021-04-16,Observed during field survey,ENV0810.jpg,False
ENV0811,19.867355,74.513788,VLG020,Encroachment,High,2019-04-01,Flagged via citizen report app,ENV0811.jpg,True
ENV0812,19.932506,74.586674,VLG058,Fire,Critical,2019-02-01,Observed during field survey,ENV0812.jpg,False
ENV0813,19.832316,74.439835,VLG032,Sand Mining,Moderate,2020-09-16,Identified during river patrol,ENV0813.jpg,False
ENV0814,19.875274,74.519435,VLG015,Invasive Species,Low,2019-06-13,Noted by forest officer,ENV0814.jpg,False
ENV0815,19.920419,74.452566,VLG076,Sand Mining,Low,2017-01-03,Observed during field survey,ENV0815.jpg,False
ENV0816,19.910026,74.355002,VLG022,Encroachment,Critical,2025-10-04,Observed during field survey,ENV0816.jpg,True
ENV0817,19.869262,74.434306,VLG015,Fire,Moderate,2017-06-17,Identified during river patrol,ENV0817.jpg,True
ENV0818,19.85668,74.497159,VLG086,Encroachment,Critical,2025-03-10,Observed during field survey,ENV0818.jpg,True
ENV0819,19.93366,74.438097,VLG071,Sewage Discharge,Low,2018-12-06,Observed during field survey,ENV0819.jpg,True
ENV0820,19.92562,74.52896,VLG042,Encroachment,Moderate,2020-08-14,Flagged via citizen report app,ENV0820.jpg,False
ENV0821,19.942155,74.482432,VLG018,Invasive Species,Low,2017-10-02,Reported by local resident,ENV0821.jpg,False
ENV0822,19.901608,74.43171,VLG091,Sewage Discharge,Moderate,2020-05-26,Observed during field survey,ENV0822.jpg,True
ENV0823,19.856739,74.512606,VLG007,Soil Erosion,Low,2020-02-27,Reported by local resident,ENV0823.jpg,False
ENV0824,19.842762,74.45525,VLG066,Sand Mining,Low,2020-12-24,Noted by forest officer,ENV0824.jpg,True
ENV0825,19.819865,74.446532,VLG070,Invasive Species,Low,2017-01-06,Identified during river patrol,ENV0825.jpg,True
ENV0826,19.905219,74.350734,VLG003,Sewage Discharge,High,2024-03-06,Reported by local resident,ENV0826.jpg,True
ENV0827,19.901254,74.559888,VLG060,Fire,Low,2025-06-25,Observed during field survey,ENV0827.jpg,True
ENV0828,19.843448,74.555297,VLG004,Illegal Tree Cutting,Low,2019-10-30,Flagged via citizen report app,ENV0828.jpg,False
ENV0829,19.893978,74.506605,VLG088,Sewage Discharge,Critical,2021-05-02,Flagged via citizen report app,ENV0829.jpg,True
ENV0830,19.862415,74.563073,VLG086,Encroachment,Low,2024-04-26,Identified during river patrol,ENV0830.jpg,True
ENV0831,19.800003,74.350029,VLG074,Illegal Tree Cutting,Critical,2017-12-18,Noted by forest officer,ENV0831.jpg,False
ENV0832,19.872036,74.351173,VLG032,Invasive Species,Critical,2023-02-04,Flagged via citizen report app,ENV0832.jpg,False
ENV0833,19.803551,74.569571,VLG066,Fire,High,2020-06-04,Flagged via citizen report app,ENV0833.jpg,False
ENV0834,19.818295,74.572405,VLG095,Plastic Waste,Critical,2026-03-03,Noted by forest officer,ENV0834.jpg,True
ENV0835,19.864665,74.584628,VLG099,Sand Mining,Moderate,2022-03-29,Reported by local resident,ENV0835.jpg,False
ENV0836,19.879022,74.494053,VLG100,Sand Mining,High,2019-04-26,Observed during field survey,ENV0836.jpg,False
ENV0837,19.931229,74.568869,VLG026,Plastic Waste,High,2016-11-27,Observed during field survey,ENV0837.jpg,True
ENV0838,19.823511,74.538728,VLG065,Plastic Waste,Low,2018-12-31,Reported by local resident,ENV0838.jpg,True
ENV0839,19.81483,74.525987,VLG065,Fire,High,2021-05-07,Reported by local resident,ENV0839.jpg,False
ENV0840,19.866471,74.383375,VLG012,Invasive Species,High,2023-08-30,Identified during river patrol,ENV0840.jpg,False
ENV0841,19.832147,74.548363,VLG023,Pesticide Runoff,High,2019-12-27,Noted by forest officer,ENV0841.jpg,True
ENV0842,19.864958,74.501002,VLG075,Illegal Tree Cutting,Critical,2022-12-14,Reported by local resident,ENV0842.jpg,False
ENV0843,19.803013,74.561789,VLG064,Illegal Tree Cutting,Critical,2016-12-14,Observed during field survey,ENV0843.jpg,False
ENV0844,19.858968,74.374766,VLG016,Pesticide Runoff,High,2022-12-21,Observed during field survey,ENV0844.jpg,True
ENV0845,19.826905,74.451301,VLG001,Fire,Critical,2022-12-07,Reported by local resident,ENV0845.jpg,False
ENV0846,19.811535,74.539061,VLG072,Invasive Species,Moderate,2020-05-19,Noted by forest officer,ENV0846.jpg,False
ENV0847,19.925526,74.35272,VLG058,Plastic Waste,High,2020-04-21,Noted by forest officer,ENV0847.jpg,True
ENV0848,19.812961,74.463528,VLG018,Soil Erosion,Moderate,2021-12-17,Flagged via citizen report app,ENV0848.jpg,True
ENV0849,19.888924,74.38756,VLG036,Illegal Tree Cutting,High,2023-05-23,Reported by local resident,ENV0849.jpg,False
ENV0850,19.812742,74.582215,VLG004,Fire,Moderate,2018-10-16,Identified during river patrol,ENV0850.jpg,False
ENV0851,19.901197,74.371816,VLG001,Soil Erosion,Low,2020-05-30,Observed during field survey,ENV0851.jpg,False
ENV0852,19.874627,74.569756,VLG062,Sewage Discharge,Moderate,2021-07-13,Noted by forest officer,ENV0852.jpg,False
ENV0853,19.830506,74.350988,VLG040,Illegal Tree Cutting,Moderate,2021-04-15,Observed during field survey,ENV0853.jpg,True
ENV0854,19.85224,74.562218,VLG044,Illegal Tree Cutting,Critical,2025-05-21,Identified during river patrol,ENV0854.jpg,True
ENV0855,19.897082,74.58425,VLG036,Plastic Waste,Low,2017-06-20,Noted by forest officer,ENV0855.jpg,False
ENV0856,19.932741,74.495945,VLG010,Invasive Species,Critical,2025-02-01,Noted by forest officer,ENV0856.jpg,False
ENV0857,19.920661,74.467919,VLG020,Plastic Waste,Moderate,2017-01-13,Flagged via citizen report app,ENV0857.jpg,True
ENV0858,19.932128,74.431341,VLG063,Pesticide Runoff,Critical,2019-03-18,Flagged via citizen report app,ENV0858.jpg,False
ENV0859,19.853205,74.526233,VLG007,Illegal Tree Cutting,Low,2022-12-08,Flagged via citizen report app,ENV0859.jpg,True
ENV0860,19.831605,74.483573,VLG094,Sand Mining,Moderate,2021-10-08,Flagged via citizen report app,ENV0860.jpg,False
ENV0861,19.807627,74.497906,VLG022,Sand Mining,Moderate,2019-02-25,Reported by local resident,ENV0861.jpg,True
ENV0862,19.823593,74.571361,VLG042,Encroachment,Moderate,2016-10-31,Noted by forest officer,ENV0862.jpg,False
ENV0863,19.935315,74.494815,VLG049,Pesticide Runoff,Low,2017-02-07,Reported by local resident,ENV0863.jpg,False
ENV0864,19.947575,74.552242,VLG002,Soil Erosion,Low,2022-01-30,Reported by local resident,ENV0864.jpg,True
ENV0865,19.887944,74.597111,VLG017,Plastic Waste,Moderate,2024-08-16,Observed during field survey,ENV0865.jpg,True
ENV0866,19.813856,74.540919,VLG006,Pesticide Runoff,High,2021-05-21,Reported by local resident,ENV0866.jpg,False
ENV0867,19.882462,74.551332,VLG067,Sand Mining,Low,2017-01-18,Noted by forest officer,ENV0867.jpg,False
ENV0868,19.855913,74.385649,VLG009,Fire,Moderate,2021-01-12,Reported by local resident,ENV0868.jpg,False
ENV0869,19.942284,74.441058,VLG090,Plastic Waste,High,2020-12-23,Flagged via citizen report app,ENV0869.jpg,False
ENV0870,19.874913,74.58388,VLG017,Plastic Waste,Low,2024-08-04,Identified during river patrol,ENV0870.jpg,False
ENV0871,19.886865,74.470587,VLG036,Plastic Waste,Moderate,2025-12-11,Noted by forest officer,ENV0871.jpg,False
ENV0872,19.8604,74.536817,VLG031,Plastic Waste,Critical,2018-10-14,Reported by local resident,ENV0872.jpg,False
ENV0873,19.945178,74.462473,VLG046,Encroachment,High,2018-01-18,Observed during field survey,ENV0873.jpg,True
ENV0874,19.923346,74.486253,VLG088,Illegal Tree Cutting,Moderate,2023-01-24,Flagged via citizen report app,ENV0874.jpg,True
ENV0875,19.872446,74.487607,VLG001,Sand Mining,Moderate,2025-09-11,Observed during field survey,ENV0875.jpg,False
ENV0876,19.915962,74.409795,VLG001,Soil Erosion,High,2024-09-29,Identified during river patrol,ENV0876.jpg,True
ENV0877,19.848016,74.464259,VLG065,Encroachment,Low,2022-08-28,Flagged via citizen report app,ENV0877.jpg,True
ENV0878,19.889421,74.574258,VLG019,Sewage Discharge,Low,2021-12-25,Flagged via citizen report app,ENV0878.jpg,True
ENV0879,19.863217,74.525234,VLG044,Pesticide Runoff,Low,2024-01-22,Flagged via citizen report app,ENV0879.jpg,False
ENV0880,19.811682,74.415669,VLG086,Illegal Tree Cutting,Low,2018-04-25,Flagged via citizen report app,ENV0880.jpg,False
ENV0881,19.860594,74.369119,VLG083,Water Pollution,Moderate,2026-02-22,Identified during river patrol,ENV0881.jpg,True
ENV0882,19.913469,74.383938,VLG036,Illegal Tree Cutting,Critical,2018-04-23,Identified during river patrol,ENV0882.jpg,False
ENV0883,19.905149,74.421296,VLG022,Pesticide Runoff,High,2017-11-05,Noted by forest officer,ENV0883.jpg,True
ENV0884,19.844446,74.597028,VLG060,Plastic Waste,Critical,2018-09-16,Observed during field survey,ENV0884.jpg,False
ENV0885,19.909197,74.463448,VLG009,Sewage Discharge,Critical,2026-04-15,Reported by local resident,ENV0885.jpg,False
ENV0886,19.894681,74.520482,VLG037,Illegal Tree Cutting,Moderate,2026-03-09,Observed during field survey,ENV0886.jpg,True
ENV0887,19.949381,74.504427,VLG025,Fire,Low,2021-04-21,Observed during field survey,ENV0887.jpg,False
ENV0888,19.948377,74.541149,VLG018,Soil Erosion,High,2021-09-03,Observed during field survey,ENV0888.jpg,True
ENV0889,19.885586,74.541228,VLG062,Illegal Tree Cutting,Critical,2025-01-18,Reported by local resident,ENV0889.jpg,False
ENV0890,19.841748,74.48905,VLG055,Water Pollution,Moderate,2021-05-12,Identified during river patrol,ENV0890.jpg,True
ENV0891,19.868752,74.55364,VLG090,Plastic Waste,Moderate,2020-02-01,Reported by local resident,ENV0891.jpg,False
ENV0892,19.910301,74.438199,VLG004,Illegal Tree Cutting,Critical,2019-02-14,Observed during field survey,ENV0892.jpg,True
ENV0893,19.901944,74.5299,VLG032,Pesticide Runoff,Low,2017-01-03,Reported by local resident,ENV0893.jpg,False
ENV0894,19.873636,74.39584,VLG040,Sewage Discharge,Critical,2023-04-06,Observed during field survey,ENV0894.jpg,True
ENV0895,19.919414,74.469467,VLG021,Water Pollution,High,2018-08-02,Noted by forest officer,ENV0895.jpg,True
ENV0896,19.80202,74.511687,VLG063,Sewage Discharge,Low,2017-11-09,Noted by forest officer,ENV0896.jpg,False
ENV0897,19.812169,74.506703,VLG023,Sewage Discharge,Moderate,2024-09-14,Observed during field survey,ENV0897.jpg,False
ENV0898,19.838343,74.370478,VLG038,Encroachment,Moderate,2024-02-01,Observed during field survey,ENV0898.jpg,True
ENV0899,19.863991,74.453413,VLG043,Encroachment,Critical,2017-07-03,Identified during river patrol,ENV0899.jpg,False
ENV0900,19.947398,74.376042,VLG045,Fire,High,2023-04-18,Identified during river patrol,ENV0900.jpg,True
ENV0901,19.913516,74.392831,VLG083,Invasive Species,Moderate,2023-01-29,Identified during river patrol,ENV0901.jpg,False
ENV0902,19.865581,74.531359,VLG091,Invasive Species,Low,2024-12-21,Noted by forest officer,ENV0902.jpg,True
ENV0903,19.825845,74.450307,VLG100,Sewage Discharge,Critical,2018-02-12,Identified during river patrol,ENV0903.jpg,False
ENV0904,19.896798,74.525239,VLG006,Water Pollution,Low,2023-08-02,Observed during field survey,ENV0904.jpg,True
ENV0905,19.883272,74.476147,VLG072,Sand Mining,Critical,2025-12-10,Flagged via citizen report app,ENV0905.jpg,False
ENV0906,19.826774,74.591571,VLG026,Pesticide Runoff,Critical,2017-09-10,Identified during river patrol,ENV0906.jpg,True
ENV0907,19.807655,74.56983,VLG062,Soil Erosion,Low,2022-12-04,Reported by local resident,ENV0907.jpg,False
ENV0908,19.93259,74.573723,VLG007,Sewage Discharge,High,2022-04-14,Observed during field survey,ENV0908.jpg,False
ENV0909,19.824641,74.568105,VLG073,Pesticide Runoff,High,2016-12-18,Observed during field survey,ENV0909.jpg,True
ENV0910,19.867717,74.432964,VLG008,Illegal Tree Cutting,Low,2017-11-13,Noted by forest officer,ENV0910.jpg,True
ENV0911,19.849818,74.409296,VLG077,Plastic Waste,Critical,2025-02-07,Noted by forest officer,ENV0911.jpg,False
ENV0912,19.853694,74.599035,VLG008,Water Pollution,Critical,2020-05-26,Identified during river patrol,ENV0912.jpg,True
ENV0913,19.826286,74.362989,VLG064,Fire,High,2019-10-12,Identified during river patrol,ENV0913.jpg,False
ENV0914,19.911147,74.457842,VLG062,Encroachment,Moderate,2018-05-05,Flagged via citizen report app,ENV0914.jpg,False
ENV0915,19.896806,74.508136,VLG029,Water Pollution,Critical,2026-01-12,Noted by forest officer,ENV0915.jpg,False
ENV0916,19.911822,74.502561,VLG098,Illegal Tree Cutting,Low,2019-10-09,Observed during field survey,ENV0916.jpg,True
ENV0917,19.806857,74.593211,VLG048,Sewage Discharge,Critical,2025-08-01,Reported by local resident,ENV0917.jpg,True
ENV0918,19.860799,74.52638,VLG099,Plastic Waste,Moderate,2024-03-25,Identified during river patrol,ENV0918.jpg,False
ENV0919,19.936292,74.515586,VLG062,Invasive Species,Moderate,2017-10-13,Reported by local resident,ENV0919.jpg,False
ENV0920,19.849761,74.528167,VLG039,Plastic Waste,Critical,2017-03-05,Identified during river patrol,ENV0920.jpg,True
ENV0921,19.912469,74.423354,VLG028,Sand Mining,High,2019-01-15,Flagged via citizen report app,ENV0921.jpg,True
ENV0922,19.852666,74.491208,VLG025,Plastic Waste,High,2017-06-28,Noted by forest officer,ENV0922.jpg,True
