species_id,common_name,scientific_name,kingdom,phylum,class,order,family,genus,species,category,iucn_status,habitat,endemic,invasive,medicinal,pollinator,nocturnal,flowering_season,breeding_season,diet,average_lifespan_years,conservation_status,description,image_filename
SP0216,Common Castor,Ariadne merione,Animalia,Arthropoda,Insecta,Lepidoptera,Ariadneidae,Ariadne,merione,Butterflies,Least Concern,Urban Garden,False,False,False,True,False,N/A,Mar-Jun,Nectarivore,1,Stable,"Common Castor (Ariadne merione) is a butterflie species recorded in the Kopargaon region, typically associated with grassland habitat.",SP0216_Ariadne_merione.jpg
SP0217,Angled Castor,Ariadne ariadne,Animalia,Arthropoda,Insecta,Lepidoptera,Ariadneidae,Ariadne,ariadne,Butterflies,Not Evaluated,Roadside Plantation,False,False,False,True,False,N/A,Dec-Feb,Nectarivore,1,Declining,"Angled Castor (Ariadne ariadne) is a butterflie species recorded in the Kopargaon region, typically associated with agricultural field habitat.",SP0217_Ariadne_ariadne.jpg
SP0218,Common Gull,Cepora nerissa,Animalia,Arthropoda,Insecta,Lepidoptera,Ceporaidae,Cepora,nerissa,Butterflies,Vulnerable,Urban Garden,False,False,False,True,False,N/A,Year-round,Nectarivore,1,Stable,"Common Gull (Cepora nerissa) is a butterflie species recorded in the Kopargaon region, typically associated with temple grove habitat.",SP0218_Cepora_nerissa.jpg
SP0219,Common Jay,Graphium doson,Animalia,Arthropoda,Insecta,Lepidoptera,Graphiumidae,Graphium,doson,Butterflies,Least Concern,Urban Garden,False,False,False,True,False,N/A,Year-round,Nectarivore,1,Increasing,"Common Jay (Graphium doson) is a butterflie species recorded in the Kopargaon region, typically associated with roadside plantation habitat.",SP0219_Graphium_doson.jpg
SP0220,Tailed Jay,Graphium agamemnon,Animalia,Arthropoda,Insecta,Lepidoptera,Graphiumidae,Graphium,agamemnon,Butterflies,Endangered,Agricultural Field,False,False,False,True,False,N/A,Jun-Sep,Nectarivore,1,Declining,"Tailed Jay (Graphium agamemnon) is a butterflie species recorded in the Kopargaon region, typically associated with grassland habitat.",SP0220_Graphium_agamemnon.jpg
SP0221,Common Banded Awl,Hasora chromus,Animalia,Arthropoda,Insecta,Lepidoptera,Hasoraidae,Hasora,chromus,Butterflies,Least Concern,Urban Garden,False,False,False,True,False,N/A,Mar-Jun,Nectarivore,1,Increasing,"Common Banded Awl (Hasora chromus) is a butterflie species recorded in the Kopargaon region, typically associated with roadside plantation habitat.",SP0221_Hasora_chromus.jpg
SP0222,Indian Skipper,Spialia galba,Animalia,Arthropoda,Insecta,Lepidoptera,Spialiaidae,Spialia,galba,Butterflies,Least Concern,Urban Garden,False,False,False,True,False,N/A,Dec-Feb,Nectarivore,1,Declining,"Indian Skipper (Spialia galba) is a butterflie species recorded in the Kopargaon region, typically associated with urban garden habitat.",SP0222_Spialia_galba.jpg
SP0223,Common Grass Blue,Zizeeria karsandra,Animalia,Arthropoda,Insecta,Lepidoptera,Zizeeriaidae,Zizeeria,karsandra,Butterflies,Least Concern,Agricultural Field,False,False,False,True,False,N/A,Sep-Dec,Nectarivore,1,Increasing,"Common Grass Blue (Zizeeria karsandra) is a butterflie species recorded in the Kopargaon region, typically associated with grassland habitat.",SP0223_Zizeeria_karsandra.jpg
SP0224,Pea Blue,Lampides boeticus,Animalia,Arthropoda,Insecta,Lepidoptera,Lampidesidae,Lampides,boeticus,Butterflies,Not Evaluated,Urban Garden,False,False,False,True,False,N/A,Jun-Sep,Nectarivore,1,Stable,"Pea Blue (Lampides boeticus) is a butterflie species recorded in the Kopargaon region, typically associated with roadside plantation habitat.",SP0224_Lampides_boeticus.jpg
SP0225,Gram Blue,Euchrysops cnejus,Animalia,Arthropoda,Insecta,Lepidoptera,Euchrysopsidae,Euchrysops,cnejus,Butterflies,Endangered,Roadside Plantation,False,False,False,True,False,N/A,Dec-Feb,Nectarivore,1,Declining,"Gram Blue (Euchrysops cnejus) is a butterflie species recorded in the Kopargaon region, typically associated with temple grove habitat.",SP0225_Euchrysops_cnejus.jpg
SP0226,Dark Grass Blue,Zizeeria knysna,Animalia,Arthropoda,Insecta,Lepidoptera,Zizeeriaidae,Zizeeria,knysna,Butterflies,Near Threatened,Temple Grove,False,False,False,True,False,N/A,Sep-Dec,Nectarivore,1,Increasing,"Dark Grass Blue (Zizeeria knysna) is a butterflie species recorded in the Kopargaon region, typically associated with agricultural field habitat.",SP0226_Zizeeria_knysna.jpg
SP0227,Common Cerulean,Jamides celeno,Animalia,Arthropoda,Insecta,Lepidoptera,Jamidesidae,Jamides,celeno,Butterflies,Endangered,Agricultural Field,False,False,False,True,False,N/A,Sep-Dec,Nectarivore,1,Stable,"Common Cerulean (Jamides celeno) is a butterflie species recorded in the Kopargaon region, typically associated with urban garden habitat.",SP0227_Jamides_celeno.jpg
SP0228,Lime Blue,Chilades lajus,Animalia,Arthropoda,Insecta,Lepidoptera,Chiladesidae,Chilades,lajus,Butterflies,Least Concern,Roadside Plantation,False,False,False,True,False,N/A,Jun-Sep,Nectarivore,1,Declining,"Lime Blue (Chilades lajus) is a butterflie species recorded in the Kopargaon region, typically associated with roadside plantation habitat.",SP0228_Chilades_lajus.jpg
SP0229,Red Pierrot,Talicada nyseus,Animalia,Arthropoda,Insecta,Lepidoptera,Talicadaidae,Talicada,nyseus,Butterflies,Least Concern,Temple Grove,False,False,False,True,False,N/A,Sep-Dec,Nectarivore,1,Declining,"Red Pierrot (Talicada nyseus) is a butterflie species recorded in the Kopargaon region, typically associated with agricultural field habitat.",SP0229_Talicada_nyseus.jpg
SP0230,Common Pierrot,Castalius rosimon,Animalia,Arthropoda,Insecta,Lepidoptera,Castaliusidae,Castalius,rosimon,Butterflies,Least Concern,Roadside Plantation,False,False,False,True,False,N/A,Mar-Jun,Nectarivore,1,Stable,"Common Pierrot (Castalius rosimon) is a butterflie species recorded in the Kopargaon region, typically associated with urban garden habitat.",SP0230_Castalius_rosimon.jpg
SP0231,Striped Pierrot,Tarucus nara,Animalia,Arthropoda,Insecta,Lepidoptera,Tarucusidae,Tarucus,nara,Butterflies,Vulnerable,Roadside Plantation,False,False,False,True,False,N/A,Jun-Sep,Nectarivore,1,Under Watch,"Striped Pierrot (Tarucus nara) is a butterflie species recorded in the Kopargaon region, typically associated with agricultural field habitat.",SP0231_Tarucus_nara.jpg
SP0232,Zebra Blue,Leptotes plinius,Animalia,Arthropoda,Insecta,Lepidoptera,Leptotesidae,Leptotes,plinius,Butterflies,Least Concern,Roadside Plantation,False,False,False,True,False,N/A,Jun-Sep,Nectarivore,1,Stable,"Zebra Blue (Leptotes plinius) is a butterflie species recorded in the Kopargaon region, typically associated with roadside plantation habitat.",SP0232_Leptotes_plinius.jpg
SP0233,Common Silverline,Spindasis vulcanus,Animalia,Arthropoda,Insecta,Lepidoptera,Spindasisidae,Spindasis,vulcanus,Butterflies,Endangered,Temple Grove,False,False,False,True,False,N/A,Mar-Jun,Nectarivore,1,Stable,"Common Silverline (Spindasis vulcanus) is a butterflie species recorded in the Kopargaon region, typically associated with urban garden habitat.",SP0233_Spindasis_vulcanus.jpg
SP0234,Common Bushbrown,Mycalesis perseus,Animalia,Arthropoda,Insecta,Lepidoptera,Mycalesisidae,Mycalesis,perseus,Butterflies,Least Concern,Roadside Plantation,False,False,False,True,False,N/A,Sep-Dec,Nectarivore,1,Stable,"Common Bushbrown (Mycalesis perseus) is a butterflie species recorded in the Kopargaon region, typically associated with urban garden habitat.",SP0234_Mycalesis_perseus.jpg
SP0235,Common Evening Brown,Melanitis leda,Animalia,Arthropoda,Insecta,Lepidoptera,Melanitisidae,Melanitis,leda,Butterflies,Vulnerable,Urban Garden,False,False,False,True,False,N/A,Jun-Sep,Nectarivore,1,Under Watch,"Common Evening Brown (Melanitis leda) is a butterflie species recorded in the Kopargaon region, typically associated with urban garden habitat.",SP0235_Melanitis_leda.jpg
SP0236,Common Fivering,Ypthima baldus,Animalia,Arthropoda,Insecta,Lepidoptera,Ypthimaidae,Ypthima,baldus,Butterflies,Endangered,Urban Garden,True,False,False,True,False,N/A,Year-round,Nectarivore,1,Stable,"Common Fivering (Ypthima baldus) is a butterflie species recorded in the Kopargaon region, typically associated with roadside plantation habitat.",SP0236_Ypthima_baldus.jpg
SP0237,Common Fourring,Ypthima huebneri,Animalia,Arthropoda,Insecta,Lepidoptera,Ypthimaidae,Ypthima,huebneri,Butterflies,Least Concern,Grassland,True,False,False,True,False,N/A,Mar-Jun,Nectarivore,1,Declining,"Common Fourring (Ypthima huebneri) is a butterflie species recorded in the Kopargaon region, typically associated with roadside plantation habitat.",SP0237_Ypthima_huebneri.jpg
SP0238,White Orange Tip,Ixias marianne,Animalia,Arthropoda,Insecta,Lepidoptera,Ixiasidae,Ixias,marianne,Butterflies,Endangered,Roadside Plantation,False,False,False,True,False,N/A,Year-round,Nectarivore,1,Stable,"White Orange Tip (Ixias marianne) is a butterflie species recorded in the Kopargaon region, typically associated with temple grove habitat.",SP0238_Ixias_marianne.jpg
SP0239,Great Orange Tip,Hebomoia glaucippe,Animalia,Arthropoda,Insecta,Lepidoptera,Hebomoiaidae,Hebomoia,glaucippe,Butterflies,Least Concern,Roadside Plantation,False,False,False,True,False,N/A,Sep-Dec,Nectarivore,1,Stable,"Great Orange Tip (Hebomoia glaucippe) is a butterflie species recorded in the Kopargaon region, typically associated with roadside plantation habitat.",SP0239_Hebomoia_glaucippe.jpg
SP0240,Common Albatross,Appias albina,Animalia,Arthropoda,Insecta,Lepidoptera,Appiasidae,Appias,albina,Butterflies,Least Concern,Agricultural Field,True,False,False,True,False,N/A,Sep-Dec,Nectarivore,1,Increasing,"Common Albatross (Appias albina) is a butterflie species recorded in the Kopargaon region, typically associated with grassland habitat.",SP0240_Appias_albina.jpg
SP0241,Common Palmfly,Elymnias hypermnestra,Animalia,Arthropoda,Insecta,Lepidoptera,Elymniasidae,Elymnias,hypermnestra,Butterflies,Endangered,Temple Grove,False,False,False,True,False,N/A,Sep-Dec,Nectarivore,1,Stable,"Common Palmfly (Elymnias hypermnestra) is a butterflie species recorded in the Kopargaon region, typically associated with agricultural field habitat.",SP0241_Elymnias_hypermnestra.jpg
SP0242,Common Crimson Tip,Colotis danae,Animalia,Arthropoda,Insecta,Lepidoptera,Colotisidae,Colotis,danae,Butterflies,Data Deficient,Agricultural Field,False,False,False,True,False,N/A,Dec-Feb,Nectarivore,1,Stable,"Common Crimson Tip (Colotis danae) is a butterflie species recorded in the Kopargaon region, typically associated with urban garden habitat.",SP0242_Colotis_danae.jpg
SP0243,Spot Swordtail,Graphium nomius,Animalia,Arthropoda,Insecta,Lepidoptera,Graphiumidae,Graphium,nomius,Butterflies,Least Concern,Roadside Plantation,False,False,False,True,False,N/A,Year-round,Nectarivore,1,Declining,"Spot Swordtail (Graphium nomius) is a butterflie species recorded in the Kopargaon region, typically associated with agricultural field habitat.",SP0243_Graphium_nomius.jpg
SP0244,Southern Birdwing,Troides minos,Animalia,Arthropoda,Insecta,Lepidoptera,Troidesidae,Troides,minos,Butterflies,Least Concern,Grassland,False,False,False,True,False,N/A,Dec-Feb,Nectarivore,1,Under Watch,"Southern Birdwing (Troides minos) is a butterflie species recorded in the Kopargaon region, typically associated with urban garden habitat.",SP0244_Troides_minos.jpg
SP0245,Common Mime,Chilasa clytia,Animalia,Arthropoda,Insecta,Lepidoptera,Chilasaidae,Chilasa,clytia,Butterflies,Vulnerable,Urban Garden,False,False,False,True,False,N/A,Mar-Jun,Nectarivore,1,Under Watch,"Common Mime (Chilasa clytia) is a butterflie species recorded in the Kopargaon region, typically associated with temple grove habitat.",SP0245_Chilasa_clytia.jpg
SP0246,Common Line Blue,Prosotas nora,Animalia,Arthropoda,Insecta,Lepidoptera,Prosotasidae,Prosotas,nora,Butterflies,Not Evaluated,Grassland,False,False,False,True,False,N/A,Dec-Feb,Nectarivore,1,Stable,"Common Line Blue (Prosotas nora) is a butterflie species recorded in the Kopargaon region, typically associated with roadside plantation habitat.",SP0246_Prosotas_nora.jpg
SP0247,Psyche,Leptosia nina,Animalia,Arthropoda,Insecta,Lepidoptera,Leptosiaidae,Leptosia,nina,Butterflies,Least Concern,Grassland,False,False,False,True,False,N/A,Jun-Sep,Nectarivore,1,Stable,"Psyche (Leptosia nina) is a butterflie species recorded in the Kopargaon region, typically associated with urban garden habitat.",SP0247_Leptosia_nina.jpg
SP0248,Common Sergeant,Athyma perius,Animalia,Arthropoda,Insecta,Lepidoptera,Athymaidae,Athyma,perius,Butterflies,Least Concern,Roadside Plantation,False,False,False,True,False,N/A,Jun-Sep,Nectarivore,1,Increasing,"Common Sergeant (Athyma perius) is a butterflie species recorded in the Kopargaon region, typically associated with urban garden habitat.",SP0248_Athyma_perius.jpg
SP0249,Ground Skimmer,Diplacodes trivialis,Animalia,Arthropoda,Insecta,Odonata,Diplacodesidae,Diplacodes,trivialis,Dragonflies,Endangered,Wetland,False,False,False,False,False,N/A,Year-round,Insectivore (aerial predator),1,Stable,"Ground Skimmer (Diplacodes trivialis) is a dragonflie species recorded in the Kopargaon region, typically associated with canal habitat.",SP0249_Diplacodes_trivialis.jpg
SP0250,Wandering Glider,Pantala flavescens,Animalia,Arthropoda,Insecta,Odonata,Pantalaidae,Pantala,flavescens,Dragonflies,Endangered,Wetland,False,False,False,False,False,N/A,Dec-Feb,Insectivore (aerial predator),1,Increasing,"Wandering Glider (Pantala flavescens) is a dragonflie species recorded in the Kopargaon region, typically associated with wetland habitat.",SP0250_Pantala_flavescens.jpg
SP0251,Crimson Marsh Glider,Trithemis aurora,Animalia,Arthropoda,Insecta,Odonata,Trithemisidae,Trithemis,aurora,Dragonflies,Vulnerable,Pond,False,False,False,False,False,N/A,Mar-Jun,Insectivore (aerial predator),1,Declining,"Crimson Marsh Glider (Trithemis aurora) is a dragonflie species recorded in the Kopargaon region, typically associated with wetland habitat.",SP0251_Trithemis_aurora.jpg
SP0252,Common Clubtail,Ictinogomphus rapax,Animalia,Arthropoda,Insecta,Odonata,Ictinogomphusidae,Ictinogomphus,rapax,Dragonflies,Near Threatened,Godavari River,False,False,False,False,False,N/A,Dec-Feb,Insectivore (aerial predator),1,Stable,"Common Clubtail (Ictinogomphus rapax) is a dragonflie species recorded in the Kopargaon region, typically associated with wetland habitat.",SP0252_Ictinogomphus_rapax.jpg
SP0253,Rufous-backed Marsh Hawk,Orthetrum pruinosum,Animalia,Arthropoda,Insecta,Odonata,Orthetrumidae,Orthetrum,pruinosum,Dragonflies,Least Concern,Godavari River,True,False,False,False,False,N/A,Mar-Jun,Insectivore (aerial predator),1,Stable,"Rufous-backed Marsh Hawk (Orthetrum pruinosum) is a dragonflie species recorded in the Kopargaon region, typically associated with canal habitat.",SP0253_Orthetrum_pruinosum.jpg
SP0254,Marsh Skimmer,Orthetrum luzonicum,Animalia,Arthropoda,Insecta,Odonata,Orthetrumidae,Orthetrum,luzonicum,Dragonflies,Vulnerable,Godavari River,False,False,False,False,False,N/A,Sep-Dec,Insectivore (aerial predator),1,Increasing,"Marsh Skimmer (Orthetrum luzonicum) is a dragonflie species recorded in the Kopargaon region, typically associated with pond habitat.",SP0254_Orthetrum_luzonicum.jpg
SP0255,Common Parasol,Neurothemis tullia,Animalia,Arthropoda,Insecta,Odonata,Neurothemisidae,Neurothemis,tullia,Dragonflies,Not Evaluated,Godavari River,False,False,False,False,False,N/A,Jun-Sep,Insectivore (aerial predator),1,Stable,"Common Parasol (Neurothemis tullia) is a dragonflie species recorded in the Kopargaon region, typically associated with pond habitat.",SP0255_Neurothemis_tullia.jpg
SP0256,Ditch Jewel,Brachythemis contaminata,Animalia,Arthropoda,Insecta,Odonata,Brachythemisidae,Brachythemis,contaminata,Dragonflies,Data Deficient,Canal,False,False,False,False,False,N/A,Year-round,Insectivore (aerial predator),1,Stable,"Ditch Jewel (Brachythemis contaminata) is a dragonflie species recorded in the Kopargaon region, typically associated with pond habitat.",SP0256_Brachythemis_contaminata.jpg
SP0257,Coromandel Marsh Dart,Ceriagrion coromandelianum,Animalia,Arthropoda,Insecta,Odonata,Ceriagrionidae,Ceriagrion,coromandelianum,Dragonflies,Endangered,Godavari River,False,False,False,False,False,N/A,Jun-Sep,Insectivore (aerial predator),1,Under Watch,"Coromandel Marsh Dart (Ceriagrion coromandelianum) is a dragonflie species recorded in the Kopargaon region, typically associated with pond habitat.",SP0257_Ceriagrion_coromandelianum.jpg
SP0258,Pigmy Dartlet,Agriocnemis pygmaea,Animalia,Arthropoda,Insecta,Odonata,Agriocnemisidae,Agriocnemis,pygmaea,Dragonflies,Endangered,Pond,False,False,False,False,False,N/A,Mar-Jun,Insectivore (aerial predator),1,Declining,"Pigmy Dartlet (Agriocnemis pygmaea) is a dragonflie species recorded in the Kopargaon region, typically associated with wetland habitat.",SP0258_Agriocnemis_pygmaea.jpg
SP0259,Ornate Coraltail,Ceriagrion cerinorubellum,Animalia,Arthropoda,Insecta,Odonata,Ceriagrionidae,Ceriagrion,cerinorubellum,Dragonflies,Vulnerable,Godavari River,False,False,False,False,False,N/A,Mar-Jun,Insectivore (aerial predator),1,Stable,"Ornate Coraltail (Ceriagrion cerinorubellum) is a dragonflie species recorded in the Kopargaon region, typically associated with pond habitat.",SP0259_Ceriagrion_cerinorubellum.jpg
SP0260,Blue-tailed Yellow Skimmer,Brachydiplax sobrina,Animalia,Arthropoda,Insecta,Odonata,Brachydiplaxidae,Brachydiplax,sobrina,Dragonflies,Least Concern,Godavari River,False,False,False,False,False,N/A,Dec-Feb,Insectivore (aerial predator),1,Stable,"Blue-tailed Yellow Skimmer (Brachydiplax sobrina) is a dragonflie species recorded in the Kopargaon region, typically associated with pond habitat.",SP0260_Brachydiplax_sobrina.jpg
SP0261,Green Marsh Hawk,Orthetrum sabina,Animalia,Arthropoda,Insecta,Odonata,Orthetrumidae,Orthetrum,sabina,Dragonflies,Least Concern,Wetland,False,False,False,False,False,N/A,Sep-Dec,Insectivore (aerial predator),1,Stable,"Green Marsh Hawk (Orthetrum sabina) is a dragonflie species recorded in the Kopargaon region, typically associated with wetland habitat.",SP0261_Orthetrum_sabina.jpg
SP0262,Sociable Glider,Tramea limbata,Animalia,Arthropoda,Insecta,Odonata,Trameaidae,Tramea,limbata,Dragonflies,Least Concern,Godavari River,False,False,False,False,False,N/A,Year-round,Insectivore (aerial predator),1,Increasing,"Sociable Glider (Tramea limbata) is a dragonflie species recorded in the Kopargaon region, typically associated with canal habitat.",SP0262_Tramea_limbata.jpg
SP0263,Trumpet Tail,Acisoma panorpoides,Animalia,Arthropoda,Insecta,Odonata,Acisomaidae,Acisoma,panorpoides,Dragonflies,Not Evaluated,Pond,False,False,False,False,False,N/A,Year-round,Insectivore (aerial predator),1,Declining,"Trumpet Tail (Acisoma panorpoides) is a dragonflie species recorded in the Kopargaon region, typically associated with godavari river habitat.",SP0263_Acisoma_panorpoides.jpg
SP0264,Common Redbolt,Rhodothemis rufa,Animalia,Arthropoda,Insecta,Odonata,Rhodothemisidae,Rhodothemis,rufa,Dragonflies,Vulnerable,Canal,False,False,False,False,False,N/A,Dec-Feb,Insectivore (aerial predator),1,Stable,"Common Redbolt (Rhodothemis rufa) is a dragonflie species recorded in the Kopargaon region, typically associated with wetland habitat.",SP0264_Rhodothemis_rufa.jpg
SP0265,Restless Demon,Indothemis carnatica,Animalia,Arthropoda,Insecta,Odonata,Indothemisidae,Indothemis,carnatica,Dragonflies,Near Threatened,Godavari River,False,False,False,False,False,N/A,Dec-Feb,Insectivore (aerial predator),1,Declining,"Restless Demon (Indothemis carnatica) is a dragonflie species recorded in the Kopargaon region, typically associated with wetland habitat.",SP0265_Indothemis_carnatica.jpg
SP0266,Black Stream Glider,Trithemis festiva,Animalia,Arthropoda,Insecta,Odonata,Trithemisidae,Trithemis,festiva,Dragonflies,Least Concern,Godavari River,False,False,False,False,False,N/A,Mar-Jun,Insectivore (aerial predator),1,Stable,"Black Stream Glider (Trithemis festiva) is a dragonflie species recorded in the Kopargaon region, typically associated with wetland habitat.",SP0266_Trithemis_festiva.jpg
SP0267,Yellow-striped Blue Dartlet,Ceriagrion olivaceum,Animalia,Arthropoda,Insecta,Odonata,Ceriagrionidae,Ceriagrion,olivaceum,Dragonflies,Least Concern,Pond,False,False,False,False,False,N/A,Year-round,Insectivore (aerial predator),1,Under Watch,"Yellow-striped Blue Dartlet (Ceriagrion olivaceum) is a dragonflie species recorded in the Kopargaon region, typically associated with canal habitat.",SP0267_Ceriagrion_olivaceum.jpg
SP0268,Blue-tailed Damselfly,Ischnura senegalensis,Animalia,Arthropoda,Insecta,Odonata,Ischnuraidae,Ischnura,senegalensis,Dragonflies,Least Concern,Wetland,False,False,False,False,False,N/A,Dec-Feb,Insectivore (aerial predator),1,Under Watch,"Blue-tailed Damselfly (Ischnura senegalensis) is a dragonflie species recorded in the Kopargaon region, typically associated with canal habitat.",SP0268_Ischnura_senegalensis.jpg
SP0269,Rohu,Labeo rohita,Animalia,Chordata,Actinopterygii,Cypriniformes (var.),Labeoidae,Labeo,rohita,Fish,Endangered,Godavari River,False,False,False,False,False,N/A,Dec-Feb,Omnivore,15,Increasing,"Rohu (Labeo rohita) is a fish species recorded in the Kopargaon region, typically associated with pond habitat.",SP0269_Labeo_rohita.jpg
SP0270,Catla,Catla catla,Animalia,Chordata,Actinopterygii,Cypriniformes (var.),Catlaidae,Catla,catla,Fish,Least Concern,Pond,False,False,False,False,False,N/A,Sep-Dec,Herbivore,14,Stable,"Catla (Catla catla) is a fish species recorded in the Kopargaon region, typically associated with canal habitat.",SP0270_Catla_catla.jpg
SP0271,Mrigal,Cirrhinus mrigala,Animalia,Chordata,Actinopterygii,Cypriniformes (var.),Cirrhinusidae,Cirrhinus,mrigala,Fish,Data Deficient,Godavari River,False,False,False,False,False,N/A,Mar-Jun,Omnivore,9,Declining,"Mrigal (Cirrhinus mrigala) is a fish species recorded in the Kopargaon region, typically associated with canal habitat.",SP0271_Cirrhinus_mrigala.jpg
SP0272,Common Carp,Cyprinus carpio,Animalia,Chordata,Actinopterygii,Cypriniformes (var.),Cyprinusidae,Cyprinus,carpio,Fish,Vulnerable,Canal,False,False,False,False,False,N/A,Dec-Feb,Planktivore,4,Under Watch,"Common Carp (Cyprinus carpio) is a fish species recorded in the Kopargaon region, typically associated with reservoir habitat.",SP0272_Cyprinus_carpio.jpg
SP0273,Grass Carp,Ctenopharyngodon idella,Animalia,Chordata,Actinopterygii,Cypriniformes (var.),Ctenopharyngodonidae,Ctenopharyngodon,idella,Fish,Data Deficient,Canal,False,False,False,False,False,N/A,Sep-Dec,Carnivore,12,Under Watch,"Grass Carp (Ctenopharyngodon idella) is a fish species recorded in the Kopargaon region, typically associated with reservoir habitat.",SP0273_Ctenopharyngodon_idella.jpg
SP0274,Silver Carp,Hypophthalmichthys molitrix,Animalia,Chordata,Actinopterygii,Cypriniformes (var.),Hypophthalmichthysidae,Hypophthalmichthys,molitrix,Fish,Data Deficient,Godavari River,False,False,False,False,False,N/A,Dec-Feb,Planktivore,2,Declining,"Silver Carp (Hypophthalmichthys molitrix) is a fish species recorded in the Kopargaon region, typically associated with reservoir habitat.",SP0274_Hypophthalmichthys_molitrix.jpg
SP0275,Walking Catfish,Clarias batrachus,Animalia,Chordata,Actinopterygii,Cypriniformes (var.),Clariasidae,Clarias,batrachus,Fish,Endangered,Reservoir,False,False,False,False,False,N/A,Sep-Dec,Herbivore,10,Under Watch,"Walking Catfish (Clarias batrachus) is a fish species recorded in the Kopargaon region, typically associated with canal habitat.",SP0275_Clarias_batrachus.jpg
SP0276,Stinging Catfish,Heteropneustes fossilis,Animalia,Chordata,Actinopterygii,Cypriniformes (var.),Heteropneustesidae,Heteropneustes,fossilis,Fish,Not Evaluated,Reservoir,True,False,False,False,False,N/A,Year-round,Carnivore,5,Stable,"Stinging Catfish (Heteropneustes fossilis) is a fish species recorded in the Kopargaon region, typically associated with reservoir habitat.",SP0276_Heteropneustes_fossilis.jpg
SP0277,Giant Snakehead,Channa marulius,Animalia,Chordata,Actinopterygii,Cypriniformes (var.),Channaidae,Channa,marulius,Fish,Least Concern,Godavari River,False,True,False,False,False,N/A,Mar-Jun,Planktivore,4,Stable,"Giant Snakehead (Channa marulius) is a fish species recorded in the Kopargaon region, typically associated with pond habitat.",SP0277_Channa_marulius.jpg
SP0278,Striped Snakehead,Channa striata,Animalia,Chordata,Actinopterygii,Cypriniformes (var.),Channaidae,Channa,striata,Fish,Least Concern,Reservoir,False,False,False,False,False,N/A,Dec-Feb,Herbivore,15,Declining,"Striped Snakehead (Channa striata) is a fish species recorded in the Kopargaon region, typically associated with pond habitat.",SP0278_Channa_striata.jpg
SP0279,Freshwater Garfish,Xenentodon cancila,Animalia,Chordata,Actinopterygii,Cypriniformes (var.),Xenentodonidae,Xenentodon,cancila,Fish,Least Concern,Pond,False,False,False,False,False,N/A,Dec-Feb,Planktivore,5,Under Watch,"Freshwater Garfish (Xenentodon cancila) is a fish species recorded in the Kopargaon region, typically associated with reservoir habitat.",SP0279_Xenentodon_cancila.jpg
SP0280,Deccan Mahseer,Tor khudree,Animalia,Chordata,Actinopterygii,Cypriniformes (var.),Toridae,Tor,khudree,Fish,Least Concern,Godavari River,False,False,False,False,False,N/A,Sep-Dec,Herbivore,9,Stable,"Deccan Mahseer (Tor khudree) is a fish species recorded in the Kopargaon region, typically associated with reservoir habitat.",SP0280_Tor_khudree.jpg
SP0281,Climbing Perch,Anabas testudineus,Animalia,Chordata,Actinopterygii,Cypriniformes (var.),Anabasidae,Anabas,testudineus,Fish,Least Concern,Pond,False,False,False,False,False,N/A,Sep-Dec,Herbivore,11,Stable,"Climbing Perch (Anabas testudineus) is a fish species recorded in the Kopargaon region, typically associated with reservoir habitat.",SP0281_Anabas_testudineus.jpg
SP0282,Indian Glassy Fish,Parambassis ranga,Animalia,Chordata,Actinopterygii,Cypriniformes (var.),Parambassisidae,Parambassis,ranga,Fish,Vulnerable,Reservoir,False,False,False,False,False,N/A,Mar-Jun,Herbivore,9,Under Watch,"Indian Glassy Fish (Parambassis ranga) is a fish species recorded in the Kopargaon region, typically associated with godavari river habitat.",SP0282_Parambassis_ranga.jpg
SP0283,Mystus Catfish,Mystus tengara,Animalia,Chordata,Actinopterygii,Cypriniformes (var.),Mystusidae,Mystus,tengara,Fish,Not Evaluated,Canal,False,False,False,False,False,N/A,Jun-Sep,Herbivore,5,Stable,"Mystus Catfish (Mystus tengara) is a fish species recorded in the Kopargaon region, typically associated with godavari river habitat.",SP0283_Mystus_tengara.jpg
SP0284,Wallago Catfish,Wallago attu,Animalia,Chordata,Actinopterygii,Cypriniformes (var.),Wallagoidae,Wallago,attu,Fish,Least Concern,Reservoir,False,False,False,False,False,N/A,Sep-Dec,Herbivore,2,Stable,"Wallago Catfish (Wallago attu) is a fish species recorded in the Kopargaon region, typically associated with reservoir habitat.",SP0284_Wallago_attu.jpg
SP0285,Butter Catfish,Ompok bimaculatus,Animalia,Chordata,Actinopterygii,Cypriniformes (var.),Ompokidae,Ompok,bimaculatus,Fish,Least Concern,Godavari River,False,False,False,False,False,N/A,Sep-Dec,Herbivore,10,Stable,"Butter Catfish (Ompok bimaculatus) is a fish species recorded in the Kopargaon region, typically associated with godavari river habitat.",SP0285_Ompok_bimaculatus.jpg
SP0286,Olive Barb,Systomus sarana,Animalia,Chordata,Actinopterygii,Cypriniformes (var.),Systomusidae,Systomus,sarana,Fish,Not Evaluated,Godavari River,False,False,False,False,False,N/A,Year-round,Planktivore,7,Under Watch,"Olive Barb (Systomus sarana) is a fish species recorded in the Kopargaon region, typically associated with godavari river habitat.",SP0286_Systomus_sarana.jpg
