cell_id,latitude,longitude,land_cover_type,vegetation_density,forest_percentage,water_percentage,urban_percentage
LC03755,19.879638,74.537649,Agricultural Land,0.577,0.6,0.6,8.8
LC03756,19.864298,74.573875,Agricultural Land,0.101,2.8,0.8,10.4
LC03757,19.847757,74.473212,Forest/Grove,0.272,83.6,6.8,7.0
LC03758,19.875319,74.597691,Forest/Grove,0.849,71.3,7.9,0.8
LC03759,19.925133,74.364919,Grassland,0.267,9.4,2.7,9.0
LC03760,19.841826,74.377538,Wetland,0.37,8.1,26.9,4.7
LC03761,19.835557,74.390806,Urban/Built-up,0.793,9.8,3.4,95.1
LC03762,19.84507,74.522014,Agricultural Land,0.65,1.0,0.7,2.1
LC03763,19.866598,74.437153,Agricultural Land,0.335,4.9,0.1,10.5
LC03764,19.896261,74.360402,Barren/Fallow,0.334,16.3,5.9,10.4
LC03765,19.869835,74.47175,Agricultural Land,0.836,1.0,3.7,3.9
LC03766,19.839845,74.376736,Agricultural Land,0.586,6.9,7.4,13.5
LC03767,19.808958,74.533445,Water Body,0.672,13.5,88.9,6.1
LC03768,19.876022,74.534324,Forest/Grove,0.524,69.4,3.4,11.1
LC03769,19.920942,74.51888,Urban/Built-up,0.914,13.3,6.5,71.0
LC03770,19.838808,74.519299,Water Body,0.579,18.9,79.5,14.5
LC03771,19.828296,74.489748,Forest/Grove,0.608,82.6,7.3,12.7
LC03772,19.926467,74.497261,Agricultural Land,0.765,18.5,5.3,7.3
LC03773,19.844245,74.576391,Water Body,0.723,2.9,67.5,0.4
LC03774,19.843767,74.544364,Agricultural Land,0.633,16.1,6.9,6.2
LC03775,19.942689,74.388063,Agricultural Land,0.6,13.0,1.9,6.0
LC03776,19.871188,74.367898,Water Body,0.658,3.4,75.1,4.0
LC03777,19.872691,74.351389,Barren/Fallow,0.664,7.0,1.4,8.8
LC03778,19.809691,74.537781,Barren/Fallow,0.129,16.8,1.1,10.1
LC03779,19.935583,74.445608,Agricultural Land,0.592,12.1,2.6,1.9
LC03780,19.864356,74.510623,Agricultural Land,0.73,9.3,5.3,3.7
LC03781,19.801566,74.351145,Grassland,0.543,15.0,5.7,4.9
LC03782,19.818634,74.384745,Agricultural Land,0.499,19.7,5.9,10.5
LC03783,19.843875,74.517514,Wetland,0.759,9.6,42.1,12.6
LC03784,19.8437,74.537711,Agricultural Land,0.759,15.2,4.7,2.6
LC03785,19.923647,74.498793,Agricultural Land,0.505,6.1,2.3,13.5
LC03786,19.8752,74.466342,Agricultural Land,0.872,3.0,2.0,14.1
LC03787,19.817096,74.508173,Barren/Fallow,0.137,17.7,2.4,3.3
LC03788,19.94888,74.573656,Agricultural Land,0.074,12.1,3.5,11.4
LC03789,19.846757,74.5145,Wetland,0.266,16.4,28.5,14.3
LC03790,19.848992,74.356987,Forest/Grove,0.605,77.6,1.9,4.5
LC03791,19.857419,74.412543,Urban/Built-up,0.621,3.3,4.1,55.3
LC03792,19.916789,74.396035,Wetland,0.279,5.0,51.2,2.6
LC03793,19.820128,74.471605,Agricultural Land,0.466,16.7,1.5,8.7
LC03794,19.84076,74.427971,Urban/Built-up,0.598,8.3,3.2,59.8
LC03795,19.809323,74.438286,Agricultural Land,0.198,4.4,6.9,7.8
LC03796,19.867229,74.597391,Agricultural Land,0.49,14.3,0.7,3.7
LC03797,19.807748,74.476369,Urban/Built-up,0.709,9.9,6.9,96.5
LC03798,19.883257,74.501813,Wetland,0.181,13.7,30.9,14.3
LC03799,19.881624,74.364447,Forest/Grove,0.578,84.9,0.7,10.1
LC03800,19.847016,74.45094,Grassland,0.68,15.2,3.3,8.4
LC03801,19.848188,74.361817,Forest/Grove,0.39,56.5,8.0,12.3
LC03802,19.870541,74.375904,Forest/Grove,0.265,72.0,3.5,12.5
LC03803,19.879116,74.49119,Water Body,0.243,14.6,75.3,13.1
LC03804,19.889524,74.454881,Water Body,0.529,8.8,93.2,9.4
LC03805,19.869134,74.504893,Agricultural Land,0.249,13.7,4.6,2.4
LC03806,19.872289,74.389092,Water Body,0.451,16.2,70.5,10.0
LC03807,19.911991,74.560175,Water Body,0.094,7.8,98.6,8.2
LC03808,19.941222,74.512998,Urban/Built-up,0.092,4.7,3.9,70.6
LC03809,19.81827,74.556924,Agricultural Land,0.42,10.9,7.1,12.8
LC03810,19.92182,74.531336,Wetland,0.754,19.4,25.1,11.4
LC03811,19.87856,74.50748,Agricultural Land,0.279,5.3,7.5,2.1
LC03812,19.85353,74.585147,Forest/Grove,0.298,54.6,6.7,7.7
LC03813,19.81326,74.451472,Wetland,0.861,2.1,35.8,7.9
LC03814,19.900711,74.472266,Urban/Built-up,0.433,17.7,6.6,90.9
LC03815,19.837068,74.533134,Agricultural Land,0.829,16.9,4.8,14.0
LC03816,19.895356,74.518182,Barren/Fallow,0.328,7.7,0.1,4.1
LC03817,19.825333,74.359929,Wetland,0.885,17.4,22.6,4.1
LC03818,19.882735,74.517496,Forest/Grove,0.71,46.1,0.2,4.3
LC03819,19.811777,74.387244,Wetland,0.618,9.5,48.1,10.6
LC03820,19.910823,74.440782,Grassland,0.274,18.4,2.2,9.3
LC03821,19.802483,74.447976,Agricultural Land,0.133,9.1,1.8,10.2
LC03822,19.894734,74.525041,Grassland,0.691,0.8,6.7,11.9
LC03823,19.857038,74.393024,Grassland,0.959,12.9,8.0,2.6
LC03824,19.833738,74.402684,Agricultural Land,0.667,5.0,7.7,10.1
LC03825,19.815119,74.538291,Agricultural Land,0.835,19.5,2.5,14.8
LC03826,19.842893,74.501399,Forest/Grove,0.553,66.7,1.8,8.2
LC03827,19.812535,74.574501,Grassland,0.684,7.9,3.4,12.4
LC03828,19.925779,74.462921,Agricultural Land,0.49,14.1,3.7,10.2
LC03829,19.916893,74.393816,Forest/Grove,0.358,66.4,5.1,12.6
LC03830,19.825843,74.525969,Grassland,0.611,10.1,6.7,2.7
LC03831,19.86552,74.538319,Barren/Fallow,0.686,11.5,4.8,4.9
LC03832,19.922166,74.574827,Wetland,0.655,6.0,57.9,13.5
LC03833,19.844667,74.554846,Urban/Built-up,0.427,15.7,5.8,52.6
LC03834,19.838968,74.408999,Grassland,0.681,9.5,5.1,7.7
LC03835,19.864296,74.400255,Wetland,0.339,8.2,41.7,0.6
LC03836,19.898638,74.383112,Wetland,0.3,14.1,21.8,11.1
LC03837,19.89167,74.395992,Wetland,0.798,3.0,21.0,1.4
LC03838,19.831818,74.389154,Agricultural Land,0.584,8.1,1.2,1.2
LC03839,19.854539,74.527023,Agricultural Land,0.321,13.9,2.4,9.5
LC03840,19.921263,74.440582,Grassland,0.306,19.7,5.1,10.6
LC03841,19.886635,74.43832,Forest/Grove,0.708,43.9,4.1,5.4
LC03842,19.859048,74.430814,Wetland,0.196,10.0,28.2,5.5
LC03843,19.822414,74.358596,Agricultural Land,0.937,5.6,0.5,3.9
LC03844,19.880004,74.533342,Agricultural Land,0.448,0.6,3.9,7.4
LC03845,19.934042,74.547618,Grassland,0.79,7.3,2.5,14.8
LC03846,19.873108,74.563982,Agricultural Land,0.665,1.2,4.1,10.9
LC03847,19.89951,74.59394,Water Body,0.501,11.4,68.8,0.4
LC03848,19.94769,74.512066,Agricultural Land,0.694,6.2,3.6,1.9
LC03849,19.934486,74.564004,Grassland,0.296,16.5,0.2,12.6
LC03850,19.915697,74.393631,Urban/Built-up,0.711,0.6,5.4,89.4
LC03851,19.892387,74.556718,Urban/Built-up,0.741,9.2,6.2,66.8
LC03852,19.870299,74.428202,Grassland,0.043,5.8,1.9,13.9
LC03853,19.867375,74.454863,Agricultural Land,0.454,6.0,4.7,8.7
LC03854,19.904608,74.593879,Agricultural Land,0.691,11.1,3.3,10.8
LC03855,19.863042,74.553884,Agricultural Land,0.499,0.5,4.3,9.1
LC03856,19.918267,74.505601,Grassland,0.824,17.2,6.6,8.9
LC03857,19.90657,74.407165,Grassland,0.47,8.8,7.2,0.0
LC03858,19.948951,74.356869,Grassland,0.59,13.4,5.7,1.7
LC03859,19.821314,74.486708,Wetland,0.164,5.6,53.8,0.1
LC03860,19.905135,74.385401,Agricultural Land,0.765,4.6,0.8,2.0
LC03861,19.827694,74.545104,Agricultural Land,0.726,16.7,1.5,1.7
LC03862,19.89809,74.559574,Agricultural Land,0.431,9.6,3.3,6.1
LC03863,19.828024,74.438696,Grassland,0.564,15.7,3.7,10.2
LC03864,19.837999,74.588118,Barren/Fallow,0.241,8.6,3.5,7.1
LC03865,19.877995,74.527601,Agricultural Land,0.83,4.0,7.3,0.0
LC03866,19.931101,74.511139,Agricultural Land,0.632,18.8,0.0,12.2
LC03867,19.892796,74.364009,Agricultural Land,0.279,8.0,7.0,10.9
LC03868,19.92165,74.421184,Agricultural Land,0.645,2.3,3.6,11.8
LC03869,19.864759,74.381696,Urban/Built-up,0.913,16.3,3.4,55.5
LC03870,19.89986,74.599372,Wetland,0.522,1.7,42.9,2.5
LC03871,19.944318,74.489863,Grassland,0.948,5.4,7.2,14.6
LC03872,19.805179,74.350912,Grassland,0.741,9.8,5.3,11.5
LC03873,19.938415,74.464631,Wetland,0.76,0.0,26.5,3.2
LC03874,19.850651,74.528878,Agricultural Land,0.414,19.2,3.5,5.6
LC03875,19.946992,74.358705,Forest/Grove,0.174,55.6,2.6,11.7
LC03876,19.887987,74.457222,Agricultural Land,0.371,18.3,7.1,4.7
LC03877,19.881977,74.397481,Agricultural Land,0.122,5.5,1.7,2.3
LC03878,19.912565,74.355731,Grassland,0.523,1.2,3.6,11.9
LC03879,19.874728,74.525218,Agricultural Land,0.324,12.7,7.7,9.3
LC03880,19.93893,74.437346,Agricultural Land,0.296,1.3,7.8,0.7
LC03881,19.914672,74.467512,Grassland,0.596,18.3,7.8,4.0
LC03882,19.882743,74.538773,Water Body,0.466,3.7,78.1,2.8
LC03883,19.918665,74.543747,Barren/Fallow,0.604,5.4,0.5,3.6
LC03884,19.864604,74.389103,Urban/Built-up,0.215,2.0,1.8,75.4
LC03885,19.935213,74.57509,Forest/Grove,0.639,49.5,1.6,3.0
LC03886,19.836873,74.406968,Agricultural Land,0.216,15.0,7.3,5.1
LC03887,19.921661,74.425599,Agricultural Land,0.382,19.8,1.9,8.8
LC03888,19.879404,74.43599,Grassland,0.594,1.4,5.7,6.6
LC03889,19.864408,74.41274,Agricultural Land,0.653,6.6,1.5,1.6
LC03890,19.816509,74.363302,Wetland,0.234,3.5,58.5,8.0
LC03891,19.812233,74.535992,Forest/Grove,0.622,50.7,0.7,13.9
LC03892,19.803159,74.388002,Wetland,0.369,19.5,28.8,14.9
LC03893,19.921526,74.493604,Agricultural Land,0.06,3.6,2.3,11.9
LC03894,19.919097,74.492999,Agricultural Land,0.317,14.8,3.5,2.1
LC03895,19.81993,74.405698,Agricultural Land,0.163,6.7,7.3,4.7
LC03896,19.870376,74.363381,Water Body,0.221,16.2,69.1,10.5
LC03897,19.92821,74.386696,Forest/Grove,0.299,45.2,4.2,13.8
LC03898,19.936415,74.436984,Agricultural Land,0.326,19.2,6.5,8.2
LC03899,19.831978,74.565738,Agricultural Land,0.337,9.5,7.1,7.9
LC03900,19.862459,74.53833,Urban/Built-up,0.66,9.6,5.7,60.4
LC03901,19.930395,74.466896,Forest/Grove,0.788,83.5,3.3,1.2
LC03902,19.835972,74.405356,Water Body,0.667,11.8,77.4,5.4
LC03903,19.887127,74.380585,Agricultural Land,0.293,7.5,6.9,3.0
LC03904,19.846978,74.493991,Grassland,0.727,7.9,4.7,6.0
LC03905,19.859256,74.512077,Agricultural Land,0.873,3.2,0.0,12.3
LC03906,19.916028,74.579237,Agricultural Land,0.432,3.3,2.3,11.6
LC03907,19.909277,74.466546,Agricultural Land,0.615,11.9,6.7,13.8
LC03908,19.876584,74.541238,Barren/Fallow,0.53,15.7,6.0,4.3
LC03909,19.868879,74.58858,Barren/Fallow,0.595,15.5,2.6,4.1
LC03910,19.880088,74.515478,Urban/Built-up,0.395,9.8,8.0,54.6
LC03911,19.923516,74.411701,Wetland,0.105,19.0,30.0,8.9
LC03912,19.836688,74.568209,Wetland,0.595,11.2,37.9,3.8
LC03913,19.814254,74.432659,Agricultural Land,0.266,1.2,5.5,11.8
LC03914,19.900851,74.52132,Agricultural Land,0.523,11.2,1.8,3.5
LC03915,19.908243,74.358394,Barren/Fallow,0.534,9.9,4.7,6.8
LC03916,19.872666,74.448445,Agricultural Land,0.221,15.3,6.6,9.7
LC03917,19.822594,74.533977,Grassland,0.638,15.3,2.9,0.7
LC03918,19.934993,74.530826,Water Body,0.613,14.1,76.3,10.2
LC03919,19.851452,74.479765,Forest/Grove,0.69,94.2,5.9,7.8
LC03920,19.811706,74.413154,Agricultural Land,0.293,14.5,6.5,7.6
LC03921,19.932068,74.461354,Agricultural Land,0.766,18.7,2.2,5.2
LC03922,19.906549,74.568665,Wetland,0.421,6.5,35.7,6.1
LC03923,19.868995,74.557938,Agricultural Land,0.04,11.9,5.1,13.7
LC03924,19.868064,74.449361,Wetland,0.824,9.6,26.8,13.4
LC03925,19.944706,74.513205,Agricultural Land,0.548,17.4,1.7,1.2
LC03926,19.8653,74.375544,Agricultural Land,0.219,11.4,6.4,2.6
LC03927,19.83579,74.562794,Agricultural Land,0.393,5.7,0.3,1.5
LC03928,19.945592,74.423931,Agricultural Land,0.694,13.8,1.5,10.6
LC03929,19.937245,74.463593,Forest/Grove,0.75,79.8,2.8,4.3
LC03930,19.93028,74.586747,Agricultural Land,0.291,0.4,1.3,7.8
LC03931,19.829144,74.481348,Grassland,0.366,9.2,7.9,12.5
LC03932,19.857048,74.436839,Barren/Fallow,0.305,13.8,7.4,8.7
LC03933,19.941908,74.442094,Wetland,0.712,0.1,54.5,9.3
LC03934,19.821978,74.484865,Agricultural Land,0.587,19.2,0.3,4.5
LC03935,19.81938,74.562844,Barren/Fallow,0.255,8.3,1.0,0.8
LC03936,19.885446,74.365218,Agricultural Land,0.223,13.8,6.2,0.3
LC03937,19.920491,74.400712,Forest/Grove,0.521,88.1,5.1,4.6
LC03938,19.804465,74.564233,Grassland,0.731,19.6,3.1,4.8
LC03939,19.866935,74.415504,Forest/Grove,0.772,79.4,1.8,1.0
LC03940,19.882897,74.508814,Agricultural Land,0.565,10.1,1.2,6.8
LC03941,19.868651,74.591815,Barren/Fallow,0.682,9.6,4.8,0.0
LC03942,19.89664,74.395508,Urban/Built-up,0.453,5.2,1.2,95.5
LC03943,19.908461,74.508005,Agricultural Land,0.528,0.6,4.4,13.0
LC03944,19.868897,74.462234,Barren/Fallow,0.555,3.1,1.8,8.4
LC03945,19.806053,74.553946,Grassland,0.285,0.4,2.1,12.2
LC03946,19.817518,74.4171,Water Body,0.17,0.9,98.2,14.0
LC03947,19.803246,74.537787,Forest/Grove,0.507,63.9,2.7,2.9
LC03948,19.840102,74.441223,Agricultural Land,0.427,8.3,7.4,2.8
LC03949,19.848169,74.490314,Grassland,0.398,16.5,7.1,2.9
LC03950,19.948132,74.451841,Agricultural Land,0.527,10.9,1.7,2.5
LC03951,19.864195,74.410051,Water Body,0.411,1.3,78.4,5.1
LC03952,19.810169,74.36654,Agricultural Land,0.783,18.2,7.5,4.8
LC03953,19.947982,74.460292,Grassland,0.664,12.8,0.7,6.5
LC03954,19.931034,74.420638,Wetland,0.656,9.9,36.6,0.8
LC03955,19.926582,74.392312,Agricultural Land,0.336,0.1,1.9,11.3
LC03956,19.936144,74.374681,Forest/Grove,0.415,76.5,5.6,12.0
LC03957,19.895428,74.564728,Grassland,0.611,10.7,7.4,8.8
LC03958,19.803612,74.472692,Wetland,0.236,2.6,20.5,9.0
LC03959,19.938012,74.511169,Forest/Grove,0.444,46.7,5.4,5.6
LC03960,19.930349,74.367633,Forest/Grove,0.668,53.3,6.8,5.7
LC03961,19.9404,74.366789,Water Body,0.224,17.3,72.0,8.1
LC03962,19.911826,74.353148,Urban/Built-up,0.23,7.9,3.8,59.5
LC03963,19.840852,74.364718,Agricultural Land,0.634,10.5,5.1,10.7
LC03964,19.934318,74.597109,Agricultural Land,0.452,15.6,6.5,10.4
LC03965,19.82434,74.360519,Grassland,0.497,15.8,6.8,1.0
LC03966,19.948145,74.37211,Agricultural Land,0.294,4.7,2.0,13.5
LC03967,19.882388,74.472434,Grassland,0.84,2.9,6.6,6.6
LC03968,19.891072,74.493071,Barren/Fallow,0.759,15.9,7.9,3.0
LC03969,19.945809,74.47003,Agricultural Land,0.627,18.0,2.3,5.8
LC03970,19.829419,74.598311,Urban/Built-up,0.312,17.1,6.4,82.6
LC03971,19.942981,74.455772,Agricultural Land,0.867,19.7,4.3,9.7
LC03972,19.808898,74.359401,Agricultural Land,0.739,4.4,0.3,13.1
LC03973,19.875247,74.42903,Forest/Grove,0.263,90.9,5.8,8.5
LC03974,19.847805,74.567839,Water Body,0.261,15.1,78.6,10.1
LC03975,19.898276,74.555315,Wetland,0.277,0.6,29.2,11.6
LC03976,19.886954,74.440724,Agricultural Land,0.416,11.3,0.7,14.9
LC03977,19.890489,74.429395,Agricultural Land,0.036,5.9,0.8,2.9
LC03978,19.843452,74.483658,Forest/Grove,0.351,41.8,0.4,11.9
LC03979,19.943941,74.41932,Water Body,0.43,11.5,91.8,10.4
LC03980,19.914046,74.454788,Agricultural Land,0.592,12.4,3.2,13.7
LC03981,19.880288,74.42422,Urban/Built-up,0.557,15.7,0.7,68.1
LC03982,19.891925,74.428015,Agricultural Land,0.363,13.3,1.8,7.3
LC03983,19.831098,74.353092,Agricultural Land,0.494,14.1,2.1,10.1
LC03984,19.896428,74.375785,Forest/Grove,0.144,51.8,7.3,10.0
LC03985,19.924188,74.489315,Barren/Fallow,0.715,14.4,2.1,4.8
LC03986,19.934513,74.405204,Grassland,0.635,11.0,0.1,11.9
LC03987,19.812503,74.386053,Urban/Built-up,0.588,3.7,3.5,62.9
LC03988,19.925879,74.376532,Barren/Fallow,0.315,19.6,4.9,6.1
LC03989,19.943287,74.430153,Barren/Fallow,0.743,8.7,5.8,6.4
LC03990,19.890813,74.421873,Agricultural Land,0.516,10.8,4.2,14.2
LC03991,19.862189,74.534154,Wetland,0.814,17.1,35.5,11.1
LC03992,19.945093,74.385322,Barren/Fallow,0.66,16.0,5.1,2.4
LC03993,19.948572,74.599478,Barren/Fallow,0.854,10.3,3.8,4.4
LC03994,19.909319,74.447904,Urban/Built-up,0.426,1.3,4.5,80.1
LC03995,19.827617,74.542423,Grassland,0.583,18.8,0.0,5.0
LC03996,19.827368,74.579049,Urban/Built-up,0.308,8.3,2.6,64.6
LC03997,19.885096,74.353768,Barren/Fallow,0.821,3.2,6.1,3.8
LC03998,19.873983,74.4293,Water Body,0.043,6.2,79.1,12.8
LC03999,19.94935,74.476465,Agricultural Land,0.79,15.5,4.4,8.0
LC04000,19.91701,74.454611,Grassland,0.159,7.8,1.5,13.7
LC04001,19.872861,74.503341,Agricultural Land,0.32,0.1,3.7,1.3
LC04002,19.8792,74.483244,Grassland,0.768,14.1,2.0,12.3
LC04003,19.834402,74.562592,Agricultural Land,0.556,0.4,2.1,10.9
LC04004,19.864602,74.581058,Grassland,0.604,16.0,4.4,11.9
LC04005,19.9048,74.441696,Barren/Fallow,0.858,13.2,2.4,0.1
LC04006,19.894967,74.381032,Forest/Grove,0.055,40.7,7.7,14.8
LC04007,19.940918,74.404156,Wetland,0.91,3.9,37.5,2.4
LC04008,19.811391,74.398459,Barren/Fallow,0.475,16.5,1.9,5.7
LC04009,19.933522,74.586613,Agricultural Land,0.193,19.2,6.1,11.3
LC04010,19.893637,74.435004,Grassland,0.623,4.5,3.0,3.0
LC04011,19.839199,74.520012,Grassland,0.662,13.9,4.0,10.9
LC04012,19.869936,74.464637,Barren/Fallow,0.361,13.2,0.1,3.9
LC04013,19.902764,74.431161,Agricultural Land,0.382,6.2,6.0,12.8
LC04014,19.87839,74.474722,Water Body,0.437,1.3,99.3,7.1
LC04015,19.9058,74.535078,Barren/Fallow,0.448,2.6,1.6,5.4
LC04016,19.831251,74.355368,Agricultural Land,0.646,4.4,7.7,6.8
LC04017,19.836572,74.537405,Agricultural Land,0.672,6.2,1.7,7.6
LC04018,19.93423,74.380328,Water Body,0.796,18.7,87.4,11.9
LC04019,19.883935,74.529081,Barren/Fallow,0.375,1.9,3.6,8.6
LC04020,19.832304,74.382905,Water Body,0.432,3.6,64.4,8.8
LC04021,19.905733,74.524748,Agricultural Land,0.847,1.0,6.1,0.2
LC04022,19.84272,74.401497,Water Body,0.646,0.1,68.0,10.3
LC04023,19.936193,74.477749,Agricultural Land,0.47,15.5,0.9,4.0
LC04024,19.847202,74.460708,Agricultural Land,0.227,16.8,1.2,4.1
LC04025,19.941833,74.493127,Agricultural Land,0.673,12.5,0.4,10.0
LC04026,19.808879,74.530777,Grassland,0.662,1.5,2.4,6.7
LC04027,19.830016,74.359067,Agricultural Land,0.335,12.1,5.7,14.6
LC04028,19.802009,74.54709,Barren/Fallow,0.833,15.9,4.2,8.7
LC04029,19.900775,74.428867,Grassland,0.889,7.8,2.5,4.3
LC04030,19.809982,74.378601,Water Body,0.738,13.0,86.5,4.3
LC04031,19.8728,74.488308,Wetland,0.465,1.2,22.1,11.9
LC04032,19.944476,74.386617,Agricultural Land,0.411,7.8,4.1,7.7
LC04033,19.944785,74.444295,Water Body,0.424,3.1,98.9,9.4
LC04034,19.845865,74.423101,Water Body,0.261,11.6,77.3,14.5
LC04035,19.800034,74.596506,Grassland,0.258,15.7,0.4,3.9
LC04036,19.886983,74.424275,Grassland,0.143,4.5,4.1,6.1
LC04037,19.818891,74.582274,Urban/Built-up,0.289,0.9,7.6,97.5
LC04038,19.934875,74.487567,Wetland,0.43,6.7,36.9,1.5
LC04039,19.815735,74.50107,Agricultural Land,0.25,19.2,5.4,12.7
LC04040,19.883961,74.357541,Urban/Built-up,0.826,6.9,4.2,98.5
LC04041,19.939823,74.40569,Wetland,0.776,8.1,28.7,14.7
LC04042,19.814864,74.426912,Agricultural Land,0.689,4.5,3.4,3.6
LC04043,19.806622,74.481436,Urban/Built-up,0.398,18.3,2.9,99.0
LC04044,19.949054,74.576503,Barren/Fallow,0.223,6.5,5.2,5.4
LC04045,19.889228,74.381399,Agricultural Land,0.424,9.3,4.5,12.6
LC04046,19.839077,74.541831,Agricultural Land,0.341,16.2,6.5,13.0
LC04047,19.94033,74.382825,Wetland,0.582,12.7,22.4,10.6
LC04048,19.910458,74.378922,Agricultural Land,0.716,0.4,3.1,7.0
LC04049,19.864648,74.509023,Agricultural Land,0.683,19.9,1.6,5.4
LC04050,19.897281,74.422691,Urban/Built-up,0.388,13.2,3.6,79.7
LC04051,19.947083,74.429318,Agricultural Land,0.397,8.3,4.0,2.1
LC04052,19.814703,74.528577,Barren/Fallow,0.658,14.2,4.2,10.2
LC04053,19.934043,74.422243,Grassland,0.614,2.8,3.2,3.6
LC04054,19.834838,74.448191,Grassland,0.48,17.4,5.7,15.0
LC04055,19.934639,74.38342,Urban/Built-up,0.677,15.4,1.1,75.7
LC04056,19.928622,74.388761,Agricultural Land,0.591,7.4,5.0,13.5
LC04057,19.918532,74.449899,Forest/Grove,0.293,75.4,6.3,12.2
LC04058,19.810254,74.378296,Agricultural Land,0.398,1.0,7.9,9.3
LC04059,19.806007,74.406228,Agricultural Land,0.113,13.3,6.7,9.4
LC04060,19.822905,74.446538,Barren/Fallow,0.789,0.1,0.9,7.7
LC04061,19.803424,74.526597,Barren/Fallow,0.249,16.6,1.1,1.8
LC04062,19.850508,74.534849,Wetland,0.21,14.4,42.8,12.6
LC04063,19.895435,74.590473,Urban/Built-up,0.567,13.6,1.9,67.1
LC04064,19.899948,74.432954,Agricultural Land,0.341,12.6,2.4,11.7
LC04065,19.896585,74.364755,Agricultural Land,0.308,1.0,6.9,6.3
LC04066,19.916864,74.510805,Wetland,0.352,12.4,43.2,3.7
LC04067,19.919334,74.589433,Grassland,0.294,17.1,7.3,10.0
LC04068,19.899361,74.54684,Forest/Grove,0.323,75.4,4.3,6.5
LC04069,19.879118,74.415766,Agricultural Land,0.275,2.9,6.2,6.5
LC04070,19.823303,74.542094,Water Body,0.291,10.7,87.6,5.2
LC04071,19.924495,74.397939,Forest/Grove,0.301,58.6,3.3,10.0
LC04072,19.801491,74.516504,Urban/Built-up,0.775,19.4,6.9,81.0
LC04073,19.847789,74.528737,Urban/Built-up,0.137,8.9,4.5,53.0
LC04074,19.857659,74.550731,Grassland,0.441,9.9,1.5,10.1
LC04075,19.821627,74.583573,Grassland,0.526,3.2,7.3,7.9
LC04076,19.843722,74.478007,Water Body,0.707,2.3,92.3,9.9
LC04077,19.896045,74.547014,Forest/Grove,0.305,44.9,2.6,4.1
LC04078,19.848162,74.560502,Urban/Built-up,0.376,2.2,6.3,76.5
LC04079,19.902975,74.393153,Urban/Built-up,0.201,3.6,3.2,96.4
LC04080,19.89316,74.444173,Forest/Grove,0.574,94.0,3.3,7.1
LC04081,19.946661,74.446171,Urban/Built-up,0.339,17.7,0.9,57.9
LC04082,19.904014,74.495434,Barren/Fallow,0.322,2.2,7.1,4.1
LC04083,19.859044,74.40679,Grassland,0.429,9.8,7.3,4.4
LC04084,19.946051,74.473775,Agricultural Land,0.811,12.4,0.3,13.8
LC04085,19.938586,74.366248,Urban/Built-up,0.457,3.0,0.5,81.4
LC04086,19.825954,74.522798,Agricultural Land,0.377,10.5,8.0,6.4
LC04087,19.940562,74.435448,Wetland,0.725,1.6,25.7,11.1
LC04088,19.809117,74.360494,Water Body,0.54,5.4,69.8,12.0
LC04089,19.823288,74.589642,Agricultural Land,0.785,18.5,5.7,3.8
LC04090,19.895744,74.457164,Agricultural Land,0.399,2.6,7.2,4.3
LC04091,19.946044,74.362563,Agricultural Land,0.691,10.1,2.1,13.8
LC04092,19.848921,74.43463,Forest/Grove,0.832,62.1,5.0,11.9
LC04093,19.931748,74.374942,Barren/Fallow,0.396,8.2,5.6,11.7
LC04094,19.906757,74.435658,Agricultural Land,0.586,19.2,5.3,0.2
LC04095,19.936742,74.473896,Urban/Built-up,0.193,15.6,6.1,95.1
LC04096,19.944532,74.429986,Grassland,0.277,19.9,4.5,1.0
LC04097,19.837667,74.537602,Agricultural Land,0.564,4.2,0.0,12.8
LC04098,19.909094,74.401005,Urban/Built-up,0.547,13.9,2.1,68.3
LC04099,19.876119,74.485614,Wetland,0.609,17.7,20.5,4.7
LC04100,19.839403,74.453125,Agricultural Land,0.133,2.6,0.8,2.6
LC04101,19.815085,74.505423,Barren/Fallow,0.372,18.1,4.1,2.5
LC04102,19.828406,74.411028,Barren/Fallow,0.851,1.2,0.5,14.9
LC04103,19.94103,74.570099,Agricultural Land,0.875,18.7,5.0,7.3
LC04104,19.914119,74.58022,Barren/Fallow,0.416,18.1,6.4,11.4
LC04105,19.898564,74.483218,Agricultural Land,0.157,3.4,2.6,2.2
LC04106,19.818641,74.388703,Urban/Built-up,0.571,12.5,1.6,86.3
LC04107,19.883123,74.529981,Grassland,0.382,1.1,4.2,1.5
LC04108,19.945752,74.481389,Urban/Built-up,0.658,2.3,7.9,86.7
LC04109,19.881371,74.443301,Forest/Grove,0.277,42.1,1.0,6.6
LC04110,19.833487,74.528781,Water Body,0.471,16.0,66.1,0.9
LC04111,19.943439,74.53747,Agricultural Land,0.611,9.0,3.0,6.8
LC04112,19.878357,74.594318,Agricultural Land,0.506,9.8,1.0,13.2
LC04113,19.944514,74.524533,Forest/Grove,0.521,80.7,0.6,3.1
LC04114,19.834175,74.564691,Forest/Grove,0.357,83.6,5.8,4.3
LC04115,19.943377,74.495867,Agricultural Land,0.458,14.3,5.7,13.4
LC04116,19.935084,74.517223,Agricultural Land,0.37,3.7,3.4,14.5
LC04117,19.921883,74.536669,Urban/Built-up,0.423,6.4,3.7,67.4
LC04118,19.905363,74.555607,Grassland,0.885,10.0,6.8,12.3
LC04119,19.900305,74.394697,Grassland,0.614,12.4,5.2,13.6
